,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.39,0.66,0.67,0.13,0.73,0.37
minig.csv,0.27,0.45,0.59,0.13,0.62,0.07
ossbuild.csv,0.38,0.61,0.4,0.32,0.69,0.35
rezilla.csv,0.52,0.47,0.6,0.09,0.6,0.21
rocrail.csv,0.75,0.55,0.43,0.04,0.78,0.51
webdriver.csv,0.27,0.72,0.36,0.0,0.73,0.38
