,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.17,0.09,0.19,0.01
miranda-icq.csv,0.48,0.09,0.0,0.24
red5.csv,0.0,0.0,0.68,0.34
thrust.csv,0.41,0.0,0.57,0.51
