,ns-3.csv,novembre.csv,open-beos.csv,cornerstone.csv,planeshift.csv,sbml.csv,frogatto.csv,ardour.csv
ardour.csv,0.77,0.67,0.53,0.7,0.5,0.47,0.59,0.43
cornerstone.csv,0.72,0.88,0.97,0.44,0.71,0.87,0.41,0.56
frogatto.csv,0.65,0.72,0.66,0.68,0.73,1.0,0.45,0.8
novembre.csv,0.73,0.37,0.64,0.68,0.78,0.62,0.78,0.55
ns-3.csv,0.51,0.93,0.68,0.52,0.85,0.83,0.71,0.81
open-beos.csv,0.63,0.62,0.46,0.72,0.61,0.43,0.59,0.54
planeshift.csv,0.6,0.7,0.72,0.8,0.44,0.5,0.92,0.89
sbml.csv,0.68,0.95,0.57,0.56,0.75,0.32,0.63,0.47
