,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.95,0.87,0.0,0.96,0.81
nabu-library.csv,0.79,0.83,0.97,0.7,0.01
pcgen.csv,0.91,0.04,0.82,0.55,0.92
selenium.csv,0.07,0.63,0.73,0.54,0.65
tolven.csv,0.8,0.67,0.87,0.14,0.87
