,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.15,0.33,0.0,0.28,0.05
nabu-library.csv,0.69,0.67,0.72,0.56,0.01
pcgen.csv,0.22,0.01,0.78,0.34,0.55
selenium.csv,0.0,0.28,0.46,0.39,0.19
tolven.csv,0.04,0.14,0.12,0.0,0.05
