,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.73,0.11,0.66,0.67
emftriple.csv,0.17,0.97,0.0,0.24
fluent-nhibernate.csv,0.69,0.0,0.92,0.39
gpsmid.csv,0.79,0.41,0.84,0.62
