,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.35,0.36,0.38,0.44
emftriple.csv,0.94,0.97,0.91,0.98
fluent-nhibernate.csv,0.44,0.53,0.64,0.82
gpsmid.csv,0.39,0.53,0.43,0.44
