,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.58,0.36,0.76,0.26
emftriple.csv,0.26,0.1,0.32,0.14
fluent-nhibernate.csv,0.42,0.23,0.19,0.11
gpsmid.csv,0.26,0.79,0.13,0.35
