,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.28,0.46,0.73,0.71,0.08,0.62,0.31,0.29,0.02,0.42,0.14,0.25,0.23,0.45,0.55,0.25
customsagetv.csv,0.07,0.04,0.0,0.27,0.03,0.06,0.0,0.0,0.2,0.02,0.0,0.0,0.09,0.03,0.09,0.0
fluidium.csv,0.12,0.09,0.0,0.1,0.24,0.32,0.03,0.11,0.36,0.29,0.29,0.25,0.09,0.0,0.24,0.14
guineu.csv,0.0,0.05,0.73,0.63,0.18,0.21,0.09,0.11,0.45,0.12,0.29,0.0,0.11,0.1,0.06,0.16
inkscape.csv,0.24,0.27,0.0,0.21,0.13,0.35,0.0,0.29,0.0,0.26,0.29,0.08,0.11,0.45,0.42,0.2
mpqc.csv,0.29,0.12,0.0,0.25,0.23,0.0,0.38,0.75,0.8,0.3,0.43,0.5,0.75,0.31,0.45,0.73
nsis.csv,0.74,0.91,1.0,1.0,0.93,0.9,0.94,0.61,0.88,0.94,0.0,1.0,0.75,0.86,0.7,0.75
octave.csv,0.57,0.25,0.73,0.42,0.0,0.03,0.25,0.57,0.61,0.11,0.14,0.0,0.61,0.0,0.24,0.45
owfs.csv,0.14,0.0,0.45,0.0,0.24,0.19,0.12,0.21,0.27,0.11,0.14,0.08,0.02,0.14,0.0,0.16
owlib.csv,0.53,0.0,1.0,0.87,0.96,0.54,0.62,0.71,0.73,0.66,0.71,1.0,0.48,0.66,0.58,0.57
pamguard.csv,0.69,0.67,0.91,0.96,0.29,0.41,0.69,0.54,0.45,0.76,0.71,0.75,0.61,0.55,0.03,0.73
prelude.csv,0.9,0.85,0.0,0.69,0.91,0.68,0.84,1.0,0.71,0.72,0.86,0.58,0.75,0.48,0.73,0.75
robocode.csv,0.36,0.17,0.64,0.54,0.38,0.35,0.19,0.04,0.36,0.28,0.43,0.0,0.45,0.31,0.45,0.39
uwom-server.csv,0.26,0.15,0.0,0.04,0.02,0.09,0.19,0.75,0.91,0.01,0.14,0.0,0.75,0.14,0.48,0.59
zengine.csv,0.98,0.98,1.0,1.0,0.46,0.82,0.84,0.61,0.41,0.91,0.71,0.0,0.91,0.86,0.94,0.86
zildo.csv,0.34,0.28,0.18,0.42,0.11,0.2,0.31,0.25,0.14,0.43,0.14,0.08,0.0,0.31,0.24,0.34
