,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.16,0.99,0.81,0.48,0.29,0.54,0.63,0.57,0.47,0.17,0.0,0.36,0.63,0.34,0.75,0.81
echongl.csv,0.95,0.71,0.75,0.9,0.48,0.74,0.84,0.86,0.77,0.85,1.0,0.96,0.01,0.69,0.5,0.28
findbugs.csv,1.0,0.59,0.75,0.6,0.48,0.64,0.33,0.64,0.87,0.22,1.0,0.91,0.02,0.67,0.68,0.53
google-web-toolkit.csv,1.0,0.51,0.88,0.96,0.33,0.62,0.38,0.5,1.0,0.72,1.0,0.97,0.11,0.7,0.5,0.38
gwanted.csv,0.63,0.46,0.62,0.4,0.67,0.39,0.32,0.68,0.67,0.1,1.0,0.77,0.18,0.67,0.43,0.02
ivatamasks.csv,0.95,0.82,0.62,0.69,0.43,0.91,0.85,0.82,0.87,1.0,1.0,0.8,1.0,0.76,0.96,0.98
onotoa.csv,0.42,0.74,0.38,0.79,0.21,0.74,0.29,0.39,0.3,0.91,0.0,0.66,0.43,0.45,0.61,0.3
orc.csv,0.05,0.57,0.81,0.52,0.6,0.19,0.32,0.36,0.9,0.0,0.0,0.39,0.39,0.24,0.25,0.12
plato.csv,1.0,1.0,0.75,0.86,0.83,0.97,0.9,0.68,1.0,0.84,1.0,0.99,1.0,0.87,0.86,0.89
proftp.csv,0.0,0.16,0.38,0.19,0.48,0.16,0.06,0.36,0.8,0.39,1.0,0.36,0.0,0.31,0.18,0.0
rodin-b-sharp.csv,0.53,0.54,0.44,0.32,0.5,0.31,0.82,0.43,0.17,0.43,0.0,0.34,0.0,0.23,0.29,0.36
uclmda.csv,0.0,0.01,0.06,0.0,0.1,0.24,0.11,0.0,0.13,0.01,0.0,0.03,0.99,0.05,0.07,0.52
umber.csv,0.89,0.87,1.0,0.93,0.98,0.77,0.97,0.79,0.97,0.9,1.0,0.54,0.99,0.76,0.71,1.0
unicase.csv,0.84,0.88,0.94,0.78,0.79,0.51,0.89,0.82,1.0,0.57,1.0,0.75,0.02,0.75,0.75,0.69
wpdev.csv,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.79,1.0,0.92,1.0,1.0,1.0,0.96,1.0,0.81
