,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,1.0,10.0,0.0,0.0,1.0
dynalloy.csv,0.0,11.0,3.0,6.0,0.0
findbugs.csv,2.0,12.0,3.0,1.0,0.0
runuomondains.csv,2.0,14.0,0.0,0.0,0.0
xbplayer.csv,0.0,0.0,2.0,2.0,1.0
