,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.79,0.69,0.12,0.77,0.46
dynalloy.csv,0.02,0.64,0.7,0.67,0.57
findbugs.csv,0.58,0.9,0.76,0.56,0.07
runuomondains.csv,0.78,0.84,0.94,0.0,0.86
xbplayer.csv,0.87,0.03,0.88,0.89,0.93
