,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,1.0,0.4,0.75,0.47,0.76,0.84,0.12,0.32,0.31,0.07,0.12,0.42,0.89,0.07,0.23,0.63,0.99,0.68
autofac.csv,0.97,0.38,0.75,0.81,0.64,0.74,0.42,0.34,0.5,0.12,0.14,0.29,0.88,0.16,0.78,0.63,0.98,0.82
azureus.csv,0.97,0.35,0.76,0.46,0.52,0.74,0.29,0.35,0.42,0.08,0.14,0.58,0.88,0.09,0.25,0.6,0.97,0.68
dsworkbench.csv,1.0,0.57,0.95,0.56,1.0,0.88,1.0,0.39,0.5,0.12,0.5,0.27,0.83,0.67,0.6,0.93,0.98,0.7
forester-atv.csv,0.97,0.67,0.75,0.62,0.5,0.85,0.47,0.43,0.43,0.21,0.28,0.27,0.82,0.6,0.83,0.7,0.96,0.67
freelords.csv,0.97,0.49,0.83,0.5,0.49,0.81,0.5,0.4,0.44,0.11,0.28,0.27,0.84,0.21,0.25,0.67,0.95,0.73
gabel.csv,1.0,0.46,0.77,0.82,0.79,0.85,0.5,0.29,0.67,0.21,0.21,0.45,0.95,0.17,0.5,0.61,0.99,0.82
gephex.csv,1.0,0.27,0.76,0.46,0.54,0.81,0.33,0.35,0.43,0.07,0.12,0.25,0.86,0.1,0.26,0.8,0.97,0.6
google-collections.csv,1.0,0.38,0.76,0.47,0.56,0.74,0.29,0.35,0.39,0.08,0.19,0.27,0.84,0.12,0.27,0.63,0.96,0.68
javaprofiler.csv,1.0,0.39,0.73,0.58,0.61,0.84,0.36,0.34,0.52,0.09,0.2,0.27,0.9,0.18,0.57,0.63,0.97,0.9
jpaul.csv,0.97,0.51,0.75,0.57,0.0,0.56,0.58,0.29,0.43,0.17,0.15,0.25,0.87,0.2,0.46,0.0,0.98,0.87
mycila.csv,0.97,0.42,0.76,0.47,0.56,0.74,0.25,0.29,0.34,0.09,0.47,0.34,0.82,0.12,0.17,0.64,0.96,0.64
neodatis-odb.csv,0.94,0.32,1.0,0.48,0.67,0.79,0.18,0.6,0.64,0.02,0.5,0.4,0.89,0.07,0.25,0.64,0.98,0.84
octet.csv,1.0,0.36,0.73,0.47,0.86,0.72,0.14,0.41,0.5,0.07,0.17,0.3,0.84,0.31,0.5,0.67,0.98,0.61
personalaccess.csv,1.0,0.56,0.86,0.64,0.67,0.87,0.47,0.33,0.44,0.16,0.26,0.32,0.94,0.31,0.71,0.59,0.99,0.66
rcp-company-uibindings.csv,1.0,0.44,0.8,0.54,0.49,0.8,0.44,0.28,0.44,0.14,0.17,0.35,0.91,0.09,0.33,0.63,1.0,0.76
scenemonitor.csv,1.0,0.33,0.83,0.53,0.64,0.83,0.62,0.47,0.67,0.11,0.25,0.33,0.84,0.5,0.44,0.25,0.97,0.67
servicestack.csv,1.0,0.61,0.65,0.73,0.0,0.77,0.5,0.36,0.5,0.0,0.1,0.33,0.87,0.33,0.65,0.0,1.0,1.0
