,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.67,0.2,0.84,0.64,0.59,0.83,0.68,1.0,0.66,0.87,0.73
libtorrent.csv,0.78,0.43,0.68,0.57,0.86,0.33,0.76,0.71,0.66,0.77,0.97
mcmc-jags.csv,0.56,0.67,0.72,0.17,0.61,0.61,0.66,0.25,0.68,0.74,0.55
natpad.csv,0.52,0.43,0.77,0.55,0.47,0.33,0.49,0.62,0.25,0.52,0.33
nebuladevice.csv,0.52,0.57,0.0,0.57,0.02,0.22,0.22,0.36,0.24,0.41,0.06
olap-navigator.csv,0.04,0.3,0.42,0.19,0.3,0.0,0.34,0.28,0.25,0.36,0.08
pidgin.csv,0.26,0.57,0.66,0.07,0.31,0.33,0.41,0.96,0.24,0.33,0.34
salasaga.csv,0.56,0.67,0.45,0.55,0.38,0.39,0.46,0.34,0.21,0.52,0.33
sepgsql.csv,0.04,0.43,0.32,0.12,0.27,0.0,0.34,0.31,0.04,0.13,0.25
xstore.csv,0.56,0.4,0.92,0.07,0.83,0.17,0.32,0.51,0.34,0.49,0.91
xtreemfs.csv,0.33,0.47,0.81,0.48,0.89,0.39,0.71,0.56,0.2,0.25,0.72
