,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.35,0.41,0.31,0.43,0.44,0.34,0.71,0.36
javagroups.csv,0.36,0.63,0.44,0.4,0.38,0.33,0.93,0.29
jrefactory.csv,0.39,0.86,0.55,0.54,0.52,0.34,0.37,0.36
logicmail.csv,0.32,0.38,0.31,0.37,0.35,0.35,0.89,0.32
nodal.csv,0.37,0.56,0.41,0.45,0.39,0.47,0.8,0.26
soar.csv,0.37,0.51,0.39,0.38,0.38,0.33,0.72,0.32
taverna.csv,0.52,0.62,0.88,0.76,0.46,0.43,0.33,0.88
web-cat.csv,0.33,0.46,0.34,0.53,0.4,0.45,0.39,0.46
