,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.97,1.0,1.0,0.99,1.0,1.0,1.0
jahshaka.csv,0.61,0.82,0.48,0.28,0.6,0.32,0.46
jatlas.csv,0.92,0.55,0.68,0.54,1.0,0.11,0.17
jedit.csv,0.7,0.91,0.88,1.0,0.8,0.93,0.6
open-media-library.csv,0.77,0.45,0.65,0.73,1.0,0.43,0.52
panda3d.csv,0.67,0.36,0.45,0.68,0.8,0.54,0.48
wheat.csv,0.64,0.36,0.68,0.66,1.0,0.71,0.52
