,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,98.5,2047.5,99.0,98.5,2238.5,195.0,197.5
jahshaka.csv,98.5,312.0,507.0,98.5,1497.5,91.5,98.5
jatlas.csv,98.5,1145.0,99.0,98.5,235.5,170.0,519.0
jedit.csv,98.5,1828.0,97.5,98.5,2226.5,195.0,98.5
open-media-library.csv,98.5,240.5,187.0,98.5,447.0,97.5,98.5
panda3d.csv,98.5,709.5,97.5,96.5,705.5,94.5,390.5
wheat.csv,186.0,736.5,187.0,98.5,1325.5,192.0,98.5
