,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.48,0.5,1.06,0.76,0.87,0.98,0.61,0.93,0.39,0.61,0.25,0.71,0.52,0.63,0.93,0.55,0.99,0.54,0.91,0.89
alleg.csv,0.59,0.6,0.69,0.95,0.73,0.44,0.92,0.76,0.75,0.75,0.52,0.76,0.97,0.74,0.98,0.78,0.85,0.33,0.39,0.89
biodwh.csv,0.52,0.52,1.02,0.6,0.63,0.75,0.75,0.58,0.38,0.69,0.34,0.74,0.29,0.51,1.0,0.29,0.54,0.72,0.46,0.33
factor.csv,0.87,0.98,1.01,1.0,0.82,0.74,0.95,0.65,0.81,0.6,0.48,1.0,1.02,0.86,1.0,0.85,0.98,0.18,0.55,0.91
iaml.csv,0.55,0.68,0.64,0.76,0.83,0.55,0.43,0.87,0.58,0.82,0.48,0.64,0.34,0.59,0.97,0.77,0.53,0.91,0.63,0.51
icescrum.csv,0.51,0.46,0.6,0.44,0.56,0.71,0.82,0.76,0.64,0.55,0.62,0.61,0.56,0.25,0.93,0.75,0.72,0.67,0.53,0.63
jbasic.csv,0.65,0.72,0.85,0.43,0.83,0.98,0.82,0.74,0.93,0.82,0.95,0.83,0.55,0.79,0.94,0.88,0.62,1.04,0.56,0.68
jcache.csv,0.53,0.52,0.77,0.61,0.93,0.79,0.82,0.65,0.62,0.61,0.63,0.52,0.31,0.51,0.83,0.65,0.7,0.7,0.56,0.18
ktc.csv,0.37,0.45,0.84,0.49,0.7,0.64,0.78,0.69,0.53,0.64,0.34,0.61,0.36,0.63,0.8,0.53,0.71,0.82,0.43,0.5
moast.csv,0.92,0.81,0.82,1.0,1.0,1.0,0.88,0.63,0.84,1.0,0.93,0.79,0.86,0.7,0.05,1.0,1.0,0.99,1.0,0.9
natpad.csv,0.44,0.55,0.97,0.73,0.87,0.58,0.77,0.76,0.69,0.59,0.48,0.78,0.78,0.76,0.82,0.78,0.83,0.31,0.42,0.53
nebuladevice.csv,0.73,0.77,0.57,0.86,0.73,0.99,0.91,0.75,0.91,1.01,0.81,0.39,0.86,0.93,0.99,0.87,0.97,0.61,1.0,1.03
nosleepsoftware.csv,0.96,0.89,0.37,0.95,1.0,0.81,0.89,0.92,1.0,1.0,0.88,0.68,1.02,1.03,1.04,0.77,0.78,0.92,0.98,0.85
pixel-commandos.csv,0.77,0.71,1.0,0.88,0.75,0.89,0.66,0.64,0.7,0.65,0.86,0.81,0.05,0.85,0.77,0.84,0.91,1.0,0.84,0.82
riff-evolve.csv,0.41,0.47,1.06,0.73,0.69,0.76,0.64,0.41,0.51,0.61,0.19,0.75,0.31,0.54,0.76,0.67,0.91,0.51,0.56,0.28
rosegarden.csv,0.47,0.36,0.68,0.46,0.8,0.66,0.74,0.61,0.51,0.65,0.51,0.66,0.3,0.54,0.99,0.57,0.62,0.88,0.5,0.27
smarttag.csv,0.45,0.49,0.98,0.79,0.4,0.79,0.72,0.55,0.68,0.69,0.52,0.61,0.53,0.59,1.21,0.79,0.94,0.74,0.75,0.43
wxcode.csv,0.42,0.48,0.7,0.6,1.0,0.74,0.89,0.68,0.51,0.71,0.18,0.54,0.52,0.55,1.0,0.68,0.71,0.94,0.67,0.28
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,0.4
zemljanka.csv,0.85,0.88,0.75,1.0,0.79,0.69,0.96,0.7,0.84,0.89,0.78,0.81,0.71,0.59,0.83,0.97,0.19,1.0,0.82,1.0
