,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.57,0.52,0.0,0.37,0.71,0.02,0.53,0.81,0.63,0.6,0.86,0.4,0.5,0.37,0.96,0.58,0.01,0.88,0.09,0.85
alleg.csv,0.46,0.52,0.81,0.05,0.64,0.75,0.08,0.84,0.33,0.4,0.71,0.27,0.25,0.53,0.15,0.58,0.66,0.88,0.65,0.12
biodwh.csv,0.53,0.56,0.0,0.43,0.43,0.35,0.26,0.47,0.67,0.4,0.71,0.33,0.75,0.53,0.0,0.75,0.46,0.32,0.65,0.71
factor.csv,0.14,0.02,0.12,0.0,0.71,0.34,0.05,0.44,0.2,0.4,0.57,0.0,0.0,0.26,0.0,0.17,0.41,0.95,0.47,0.09
iaml.csv,0.52,0.38,0.38,0.79,0.21,0.53,0.7,0.13,0.47,0.2,0.57,0.53,0.75,0.42,0.12,0.75,0.47,0.32,0.44,0.5
icescrum.csv,0.53,0.66,0.44,0.71,0.57,0.32,0.21,0.27,0.4,0.6,0.43,0.53,0.5,0.84,0.25,0.75,0.28,0.59,0.7,0.41
jbasic.csv,0.75,0.77,0.94,0.79,0.5,0.98,0.39,0.58,0.97,0.8,1.0,1.0,0.75,0.89,0.06,0.92,0.72,0.59,0.72,0.56
jcache.csv,0.82,0.77,0.81,0.81,0.07,0.8,0.34,0.89,0.8,0.9,0.43,0.73,1.0,0.79,0.97,0.42,0.47,0.37,0.53,0.94
ktc.csv,0.71,0.59,0.19,0.59,0.36,0.53,0.34,0.35,0.53,0.5,0.71,0.53,0.75,0.89,0.54,0.58,0.32,0.2,0.67,0.5
moast.csv,0.16,0.26,0.25,1.0,1.0,1.0,0.77,0.67,0.17,1.0,0.14,0.47,0.25,0.63,0.97,1.0,1.0,0.05,1.0,0.71
natpad.csv,0.69,0.68,0.25,0.29,0.93,0.81,0.26,0.87,0.77,0.8,0.86,0.27,0.5,0.68,0.37,0.67,0.71,0.78,0.74,0.5
nebuladevice.csv,0.5,0.31,0.62,0.4,0.43,0.01,0.54,0.37,0.17,0.0,0.29,0.8,0.25,0.16,0.68,0.17,0.03,0.95,0.0,0.29
nosleepsoftware.csv,0.07,0.12,0.69,0.06,0.0,0.19,0.14,0.08,0.0,0.0,0.14,0.33,0.0,0.0,0.01,0.25,0.22,0.1,0.07,0.15
pixel-commandos.csv,0.23,0.3,0.0,0.13,0.36,0.11,0.36,0.4,0.33,0.5,0.14,0.2,1.0,0.16,0.23,0.17,0.1,0.0,0.16,0.18
riff-evolve.csv,0.7,0.59,0.0,0.29,0.64,0.31,0.48,0.66,0.53,0.9,0.86,0.33,0.75,0.58,1.0,0.83,0.09,0.54,0.49,0.85
rosegarden.csv,0.83,0.71,0.44,0.75,0.21,0.72,0.36,0.82,0.73,0.7,0.57,0.87,1.0,0.58,0.22,0.5,0.48,0.37,0.77,0.88
smarttag.csv,0.84,0.66,0.19,0.22,0.79,0.26,0.4,0.56,0.63,0.4,0.57,0.53,1.0,0.68,0.18,0.33,0.07,0.95,0.26,0.65
wxcode.csv,0.63,0.54,0.31,0.44,0.0,0.33,0.15,0.53,0.57,0.3,1.0,0.67,0.5,0.47,0.03,0.33,0.3,0.1,0.35,0.82
xined.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.91
zemljanka.csv,0.8,0.83,0.81,0.98,1.0,0.64,0.99,0.6,0.77,0.7,0.71,0.87,1.0,0.68,1.0,1.0,0.81,0.98,0.81,0.97
