,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.6,0.56,0.0,0.4,0.45,0.02,0.54,0.31,0.67,0.58,0.85,0.43,0.55,0.42,0.27,0.59,0.01,0.75,0.11,0.38
alleg.csv,0.5,0.54,0.63,0.06,0.55,0.73,0.1,0.58,0.37,0.42,0.68,0.31,0.27,0.51,0.17,0.51,0.47,0.84,0.68,0.15
biodwh.csv,0.57,0.59,0.0,0.48,0.47,0.38,0.3,0.51,0.7,0.43,0.73,0.37,0.77,0.57,0.0,0.77,0.52,0.36,0.66,0.73
factor.csv,0.17,0.02,0.14,0.0,0.5,0.38,0.06,0.47,0.24,0.45,0.6,0.0,0.0,0.29,0.0,0.2,0.35,0.92,0.52,0.11
iaml.csv,0.55,0.42,0.43,0.57,0.25,0.56,0.7,0.16,0.51,0.24,0.6,0.54,0.75,0.47,0.14,0.55,0.53,0.33,0.48,0.55
icescrum.csv,0.57,0.67,0.48,0.7,0.58,0.36,0.25,0.31,0.44,0.61,0.47,0.54,0.54,0.83,0.27,0.58,0.33,0.56,0.67,0.45
jbasic.csv,0.64,0.6,0.46,0.75,0.45,0.09,0.4,0.53,0.27,0.51,0.21,0.51,0.69,0.55,0.07,0.42,0.64,0.16,0.67,0.54
jcache.csv,0.73,0.71,0.57,0.68,0.09,0.55,0.36,0.68,0.67,0.72,0.47,0.69,0.92,0.72,0.5,0.46,0.49,0.41,0.56,0.92
ktc.csv,0.72,0.63,0.22,0.61,0.4,0.54,0.37,0.39,0.56,0.52,0.73,0.54,0.75,0.7,0.48,0.6,0.36,0.24,0.68,0.55
moast.csv,0.19,0.3,0.29,0.0,0.0,0.0,0.42,0.61,0.2,0.0,0.17,0.46,0.28,0.57,0.97,0.0,0.0,0.06,0.0,0.41
natpad.csv,0.69,0.65,0.27,0.33,0.42,0.7,0.3,0.58,0.62,0.69,0.77,0.31,0.48,0.55,0.39,0.54,0.49,0.78,0.72,0.54
nebuladevice.csv,0.49,0.35,0.61,0.4,0.45,0.01,0.42,0.4,0.2,0.0,0.32,0.77,0.28,0.19,0.25,0.2,0.04,0.74,0.0,0.28
nosleepsoftware.csv,0.09,0.14,0.71,0.07,0.0,0.23,0.17,0.1,0.0,0.0,0.17,0.38,0.0,0.0,0.01,0.29,0.26,0.12,0.09,0.18
pixel-commandos.csv,0.27,0.35,0.0,0.16,0.39,0.13,0.41,0.44,0.37,0.51,0.17,0.24,0.99,0.19,0.27,0.2,0.12,0.0,0.19,0.22
riff-evolve.csv,0.7,0.62,0.0,0.33,0.58,0.35,0.5,0.68,0.57,0.72,0.86,0.37,0.76,0.59,0.61,0.65,0.11,0.58,0.53,0.83
rosegarden.csv,0.76,0.72,0.47,0.72,0.25,0.62,0.39,0.69,0.69,0.62,0.59,0.67,0.92,0.59,0.24,0.53,0.51,0.37,0.72,0.85
smarttag.csv,0.77,0.66,0.21,0.26,0.76,0.3,0.43,0.58,0.57,0.43,0.59,0.54,0.82,0.63,0.16,0.36,0.09,0.62,0.3,0.67
wxcode.csv,0.66,0.58,0.36,0.48,0.0,0.37,0.18,0.53,0.6,0.35,0.96,0.65,0.54,0.52,0.04,0.38,0.35,0.12,0.4,0.81
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.83
zemljanka.csv,0.47,0.4,0.59,0.0,0.57,0.58,0.17,0.55,0.48,0.42,0.54,0.52,0.67,0.63,0.51,0.13,0.84,0.0,0.5,0.0
