,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.64,0.52,0.18,0.43,0.67,0.53,0.25,0.44
emite.csv,0.05,0.23,0.31,0.19,0.26,0.47,0.14,0.63
irrlicht.csv,0.61,0.43,0.2,0.36,0.78,0.52,0.16,0.61
migen.csv,0.71,0.48,0.2,0.61,0.41,0.52,0.24,0.48
motu.csv,0.61,0.46,0.19,0.53,0.64,0.57,0.19,0.57
openxava.csv,0.44,0.23,0.36,0.27,0.42,0.5,0.14,0.36
truevision.csv,0.58,0.47,0.29,0.55,0.69,0.72,0.24,0.51
zoolib.csv,0.48,0.5,0.32,0.45,0.55,0.43,0.32,0.5
