,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.7,0.94,0.54,0.7,0.42,1.0,1.0,0.6,0.27,0.2,0.05,1.0,0.75,0.0
cme.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hydrate.csv,1.0,0.89,0.51,0.0,0.38,0.1,0.0,0.31,0.2,0.43,0.18,1.0,0.97,0.0
ivef-sdk.csv,0.71,0.94,0.47,0.7,0.34,1.0,0.54,0.0,0.28,0.48,0.0,0.87,1.0,0.11
jmri.csv,0.82,0.97,0.99,0.61,0.25,0.66,0.36,0.24,0.35,0.39,0.19,0.83,0.62,0.13
jython.csv,0.74,0.9,0.6,0.42,0.33,0.74,0.39,1.0,0.29,0.48,0.12,0.91,0.64,0.11
kdenlive.csv,0.99,0.92,0.52,0.37,0.36,0.71,0.58,0.14,0.43,0.53,0.14,1.0,0.69,0.11
opentibia.csv,0.64,0.99,0.46,0.6,0.4,0.9,0.62,0.12,0.29,0.44,0.1,0.93,0.63,0.06
projectfactory.csv,0.7,0.89,0.56,0.73,0.39,0.65,0.53,0.51,0.29,1.0,0.16,0.96,0.69,0.12
runuomondains.csv,1.0,1.0,0.65,0.0,0.2,0.0,0.0,0.33,1.0,0.67,1.0,1.0,0.71,0.0
somap.csv,0.65,0.87,0.46,0.6,0.34,0.69,0.51,0.13,0.26,0.49,0.12,1.0,0.63,0.06
taverna.csv,0.67,1.0,0.48,1.0,1.0,1.0,0.88,0.67,0.41,0.52,0.2,0.8,1.0,0.0
unbvision.csv,0.64,0.87,0.47,0.5,0.15,0.93,0.38,0.12,1.0,0.48,0.17,0.93,0.75,0.1
x-ray-mule.csv,0.72,0.92,0.46,1.0,0.31,0.26,0.33,0.36,0.2,0.46,0.12,0.87,0.62,0.11
