,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.43,0.5,0.99,0.5,0.83,0.82,0.77,0.8,0.55,0.8,0.95,0.67,0.75,0.75
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
hydrate.csv,0.0,0.89,0.98,0.0,0.88,0.9,0.0,0.88,0.8,0.86,0.47,0.89,0.39,0.67
ivef-sdk.csv,0.45,0.5,0.63,0.49,0.55,0.61,0.54,0.0,0.47,0.48,0.5,0.55,0.0,0.57
jmri.csv,0.5,0.5,0.58,0.5,0.59,0.55,0.61,0.95,0.53,0.65,0.58,0.57,0.62,0.42
jython.csv,0.45,0.5,0.6,0.53,0.51,0.51,0.56,0.95,0.49,0.47,0.5,0.39,0.5,0.48
kdenlive.csv,0.45,0.42,0.54,0.53,0.43,0.86,0.67,0.28,0.47,0.42,0.41,0.71,0.44,0.43
opentibia.csv,0.44,0.43,0.47,0.46,0.49,0.56,0.54,0.26,0.45,0.52,0.44,0.38,0.37,0.54
projectfactory.csv,0.81,0.63,0.72,0.91,0.52,0.51,0.53,0.98,0.5,0.61,0.52,0.64,0.41,0.35
runuomondains.csv,0.75,0.67,0.95,0.75,0.8,0.0,0.5,0.94,0.0,0.67,0.86,0.67,0.86,0.9
somap.csv,0.42,0.44,0.39,0.46,0.41,0.43,0.43,0.26,0.49,0.38,0.43,0.35,0.37,0.43
taverna.csv,0.67,0.72,0.98,0.8,0.79,0.75,0.88,0.67,0.82,0.55,0.8,0.8,0.0,0.78
unbvision.csv,0.51,0.65,0.44,0.56,0.92,0.61,0.65,0.26,0.71,0.44,0.72,0.57,0.88,0.44
x-ray-mule.csv,0.53,0.58,0.75,0.69,0.69,0.89,0.67,0.91,0.59,0.59,0.82,0.55,0.62,0.74
