,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.64,0.74,0.27,0.8,0.39,0.72,0.95,0.22,0.38,0.05,0.07,0.08,0.16,0.0
cme.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0
hydrate.csv,0.03,0.17,0.2,0.0,0.17,0.03,0.0,0.43,0.06,0.13,0.3,0.22,0.97,0.0
ivef-sdk.csv,0.73,0.73,0.52,0.82,0.46,1.0,0.66,0.0,0.42,0.59,0.0,0.69,0.06,0.19
jmri.csv,0.59,0.54,0.98,0.46,0.27,0.6,0.33,0.23,0.43,0.34,0.29,0.49,0.35,0.23
jython.csv,0.72,0.7,0.61,0.33,0.45,0.8,0.43,0.98,0.44,0.59,0.2,0.85,0.59,0.2
kdenlive.csv,0.99,0.8,0.47,0.29,0.45,0.14,0.31,0.24,0.57,0.57,0.23,0.5,0.72,0.18
opentibia.csv,0.75,0.99,0.55,0.75,0.54,0.9,0.74,0.22,0.44,0.51,0.17,0.83,0.76,0.1
projectfactory.csv,0.39,0.53,0.38,0.39,0.48,0.7,0.62,0.67,0.45,0.99,0.26,0.49,0.75,0.21
runuomondains.csv,0.11,0.07,0.11,0.0,0.06,0.0,0.0,0.3,0.06,0.1,0.93,0.08,0.25,0.0
somap.csv,0.78,0.93,0.63,0.75,0.5,0.82,0.67,0.23,0.41,0.66,0.21,0.99,0.78,0.11
taverna.csv,0.54,0.36,0.21,0.29,0.94,0.11,0.78,0.16,0.3,0.46,0.15,0.1,0.06,0.0
unbvision.csv,0.67,0.47,0.61,0.37,0.1,0.93,0.34,0.21,0.97,0.59,0.23,0.68,0.29,0.18
x-ray-mule.csv,0.52,0.44,0.43,0.98,0.34,0.12,0.26,0.24,0.29,0.49,0.16,0.6,0.48,0.17
