,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.58,0.63,0.21,0.74,0.41,0.62,0.93,0.17,0.56,0.04,0.14,0.05,0.11,0.0
cme.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0
hydrate.csv,0.01,0.12,0.16,0.0,0.13,0.01,0.0,0.7,0.04,0.1,0.75,0.15,0.97,0.0
ivef-sdk.csv,0.66,0.62,0.54,0.73,0.55,1.0,0.63,0.0,0.57,0.55,0.0,0.0,0.04,0.65
jmri.csv,0.5,0.42,0.98,0.4,0.33,0.5,0.33,0.27,0.58,0.34,0.62,0.29,0.28,0.75
jython.csv,0.66,0.57,0.62,0.29,0.51,0.63,0.42,0.96,0.52,0.56,0.51,0.0,0.53,0.57
kdenlive.csv,0.99,0.68,0.47,0.25,0.56,0.09,0.25,0.3,0.77,0.59,0.62,0.38,0.65,0.58
opentibia.csv,0.3,0.98,0.52,0.0,0.66,0.88,0.78,0.05,0.46,0.51,0.44,0.6,0.21,0.39
projectfactory.csv,0.31,0.41,0.33,0.31,0.6,0.33,0.63,0.93,0.48,0.98,0.61,0.38,0.66,0.65
runuomondains.csv,0.07,0.05,0.07,0.0,0.05,0.0,0.0,0.31,0.04,0.06,0.9,0.05,0.18,0.0
somap.csv,0.0,0.0,0.09,0.0,0.24,0.0,0.33,0.0,0.0,0.33,0.0,0.99,0.0,0.26
taverna.csv,0.47,0.26,0.16,0.2,0.91,0.07,0.73,0.11,0.27,0.44,0.15,0.07,0.04,0.0
unbvision.csv,0.55,0.37,0.39,0.33,0.09,0.91,0.33,0.23,0.94,0.52,0.42,0.53,0.21,0.62
x-ray-mule.csv,0.45,0.33,0.43,0.98,0.4,0.08,0.24,0.21,0.41,0.51,0.29,0.34,0.42,0.44
