,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.15,0.62,0.8,0.59,0.09,0.26,0.72
elvishrayrenderer.csv,0.62,0.62,0.86,0.15,0.08,0.36,0.81
graphmak.csv,0.7,0.6,0.55,0.59,0.11,0.2,0.59
hazelcast.csv,0.53,0.55,0.97,0.56,0.09,0.41,0.58
jrdf.csv,0.2,0.36,0.53,0.04,0.0,0.65,0.33
pdfedit.csv,0.38,0.75,0.77,0.3,0.13,0.3,0.69
tart.csv,0.45,0.62,0.7,0.57,0.32,0.28,0.58
