,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.5,0.77,1.0,0.53,0.66,0.64,0.67
elvishrayrenderer.csv,0.57,0.77,0.3,0.13,0.73,0.51,0.22
graphmak.csv,0.22,0.74,0.6,0.87,0.74,0.51,0.89
hazelcast.csv,0.85,0.58,0.0,0.53,0.63,0.68,0.44
jrdf.csv,0.41,0.28,0.1,0.04,0.21,0.17,0.11
pdfedit.csv,0.59,0.33,0.9,0.27,0.57,0.63,0.44
tart.csv,0.43,0.4,0.3,0.73,0.24,0.8,0.44
