,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.07,0.43,0.0,0.18,0.18,0.5,0.0,0.04,0.14,0.0,0.21,0.17,0.16,0.13,0.17,0.11,0.26,0.0
dspace-gsoc.csv,0.21,0.1,0.35,0.35,0.57,0.5,0.41,0.22,0.31,0.29,0.0,0.4,0.55,0.56,0.37,0.23,0.32,1.0
fbmanager.csv,0.51,0.43,0.0,0.71,0.63,0.62,0.33,0.37,0.79,0.42,0.74,0.33,0.55,0.28,0.44,0.24,0.44,0.0
fido.csv,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freenet.csv,0.62,0.48,0.48,0.65,0.0,0.56,0.52,0.44,0.51,0.25,0.79,0.53,0.57,0.33,0.38,0.24,0.36,0.0
geogebra.csv,0.07,0.1,0.06,0.71,0.68,0.56,0.07,0.3,0.13,0.0,0.26,0.63,0.74,0.02,0.75,0.08,0.0,0.0
google-caja.csv,0.38,0.62,0.39,0.24,0.79,0.62,0.48,0.0,0.76,0.29,0.37,0.3,0.74,0.96,0.92,0.84,0.74,1.0
itext.csv,0.12,0.19,0.1,0.18,0.22,0.19,0.26,0.15,0.2,0.04,0.16,0.0,0.36,0.06,0.04,0.15,0.16,0.0
k3b.csv,0.34,0.52,0.45,0.47,0.35,0.56,0.26,0.48,0.63,0.08,0.68,0.47,0.77,0.46,0.52,0.35,0.48,1.0
megameknet.csv,0.64,0.71,0.52,0.41,0.39,0.38,0.11,0.3,0.22,0.58,0.58,0.63,0.41,0.36,0.39,0.0,0.5,1.0
myfaces.csv,0.41,0.24,0.45,1.0,0.89,0.69,0.63,0.81,0.0,0.25,0.21,0.27,0.46,0.05,0.74,0.21,0.24,0.0
onotoa.csv,0.49,0.33,0.58,0.53,0.57,0.0,0.74,0.59,0.81,0.38,0.32,0.13,0.68,0.94,0.72,0.89,0.57,0.0
paintown.csv,0.0,0.14,0.29,0.18,0.27,0.5,0.33,0.26,0.45,0.25,0.16,0.13,0.45,0.18,0.24,0.25,0.33,0.0
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
smartgwt.csv,0.27,0.52,0.32,0.53,0.46,0.5,0.41,0.48,0.5,0.88,0.47,0.4,0.24,0.0,0.56,0.3,0.45,0.0
sqlpower-library.csv,0.68,0.48,0.48,0.0,0.54,0.56,0.37,0.3,0.28,0.42,0.95,0.6,0.26,0.69,0.36,0.37,0.36,0.0
triplea.csv,0.22,0.0,0.1,0.53,0.62,0.38,0.52,0.56,0.61,0.38,0.47,0.37,0.31,0.28,0.19,0.15,0.29,0.0
