,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.72,0.62,1.0,0.82,0.78,0.76,1.0,0.96,0.32,1.0,0.5,0.62,0.17,0.54,0.1,0.54,0.4,1.0
dspace-gsoc.csv,0.71,0.85,0.69,0.76,0.68,0.73,0.48,0.89,0.24,0.79,1.0,0.67,0.04,0.14,0.07,0.43,0.29,0.94
fbmanager.csv,0.57,0.71,1.0,0.7,0.72,0.81,0.64,0.85,0.15,0.7,0.56,0.69,0.06,0.44,0.06,0.39,0.33,1.0
fido.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
freenet.csv,0.39,0.67,0.57,0.71,1.0,0.81,0.53,0.79,0.2,0.77,0.62,0.41,0.03,0.08,0.09,0.36,0.25,1.0
geogebra.csv,0.62,0.82,0.67,0.73,0.64,0.86,0.75,0.78,0.37,1.0,0.62,0.55,0.04,0.88,0.01,0.61,1.0,1.0
google-caja.csv,0.57,0.65,0.66,0.86,0.66,0.83,0.59,1.0,0.16,0.79,0.73,0.7,0.05,0.19,0.03,0.23,0.24,0.98
itext.csv,0.5,0.75,0.5,0.83,0.79,0.8,0.59,0.81,0.18,0.91,0.73,1.0,0.0,0.77,0.0,0.45,0.45,1.0
k3b.csv,0.6,0.65,0.64,0.76,0.72,0.79,0.71,0.81,0.19,0.97,0.64,0.63,0.05,0.38,0.04,0.37,0.32,0.98
megameknet.csv,0.47,0.58,0.53,0.83,0.75,0.82,0.79,0.77,0.27,0.69,0.63,0.57,0.07,0.36,0.05,1.0,0.26,0.98
myfaces.csv,0.54,0.74,0.42,0.7,0.63,0.85,0.53,0.61,1.0,0.71,0.64,0.65,0.05,0.38,0.03,0.28,0.3,1.0
onotoa.csv,0.49,0.7,0.5,0.75,0.7,1.0,0.49,0.76,0.11,0.71,0.54,0.67,0.04,0.22,0.03,0.2,0.22,1.0
paintown.csv,1.0,0.73,0.69,0.86,0.76,0.81,0.5,0.84,0.18,0.81,0.82,0.69,0.04,0.49,0.04,0.38,0.3,1.0
powerfolder.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0
smartgwt.csv,0.62,0.59,0.55,0.75,0.71,0.82,0.5,0.73,0.18,0.71,0.72,0.62,0.09,1.0,0.05,0.31,0.31,1.0
sqlpower-library.csv,0.34,0.71,0.48,1.0,0.72,0.83,0.64,0.83,0.26,0.74,0.62,0.61,0.09,0.23,0.05,0.35,0.36,1.0
triplea.csv,0.41,1.0,0.7,0.81,0.69,0.84,0.55,0.75,0.18,0.74,0.73,0.5,0.1,0.46,0.09,0.48,0.36,1.0
