,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.19,0.47,0.21,0.3,0.34,0.34,0.96,0.29,0.4,0.07,0.11,0.24,0.8,0.49,0.5,0.43,0.61,0.33
dspace-gsoc.csv,0.54,0.34,0.71,0.41,0.63,0.3,0.37,0.63,0.62,0.45,1.0,0.71,0.6,0.31,0.75,0.59,0.47,0.26
fbmanager.csv,0.74,0.69,1.0,0.61,0.84,0.59,0.59,0.72,0.85,0.4,0.5,0.65,0.8,0.73,0.75,0.54,0.76,0.62
fido.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
freenet.csv,0.43,0.62,0.59,0.59,0.99,0.53,0.59,0.59,0.79,0.34,0.69,0.32,0.4,0.1,1.0,0.46,0.41,0.71
geogebra.csv,0.12,0.28,0.12,0.72,0.64,0.73,0.22,0.36,0.48,0.16,0.22,0.68,0.8,0.47,0.25,0.41,0.92,0.17
google-caja.csv,0.54,0.75,0.68,0.54,0.81,0.65,0.7,0.99,0.9,0.45,0.53,0.62,1.0,0.76,0.75,0.88,0.82,0.91
itext.csv,0.13,0.38,0.09,0.33,0.44,0.16,0.37,0.22,0.27,0.17,0.22,0.91,0.0,0.64,0.0,0.43,0.45,0.34
k3b.csv,0.54,0.62,0.74,0.54,0.47,0.46,0.63,0.69,0.92,0.98,0.64,0.71,1.0,0.93,0.5,0.72,0.81,0.79
megameknet.csv,0.6,0.66,0.53,0.74,0.6,0.38,0.41,0.35,0.5,0.53,0.53,0.74,0.8,0.66,0.5,0.93,0.62,0.79
myfaces.csv,0.51,0.44,0.29,0.87,0.78,0.81,0.7,0.44,0.94,0.26,0.19,0.44,0.6,0.1,0.5,0.29,0.36,0.24
onotoa.csv,0.5,0.5,0.53,0.59,0.69,1.0,0.7,0.67,0.6,0.38,0.19,0.24,0.6,0.88,0.5,0.78,0.57,0.41
paintown.csv,0.91,0.25,0.59,0.41,0.46,0.46,0.33,0.49,0.6,0.45,0.39,0.26,0.4,0.55,0.25,0.54,0.49,0.31
powerfolder.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.03,0.0,1.0,0.0,0.0,0.01,0.0,0.02
smartgwt.csv,0.49,0.5,0.35,0.59,0.59,0.49,0.41,0.46,0.69,0.88,0.64,0.59,0.6,0.95,0.75,0.46,0.72,0.24
sqlpower-library.csv,0.38,0.78,0.41,0.96,0.74,0.58,0.67,0.51,0.65,0.48,0.81,0.82,0.6,0.67,0.5,0.7,0.72,0.48
triplea.csv,0.16,1.0,0.21,0.83,0.7,0.42,0.63,0.56,0.85,0.45,0.67,0.32,0.8,0.79,0.5,0.48,0.57,0.52
