,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.75,0.69,0.93,0.05,0.51,0.87,0.92,0.62,0.7,0.73
arsenal-1.csv,0.67,0.81,0.0,0.55,0.65,0.75,0.73,0.67,0.85,0.89
barracudamvc.csv,0.05,0.76,0.68,0.8,0.98,0.66,0.8,0.98,1.0,0.74
irplus.csv,0.76,0.57,0.78,0.64,0.55,0.84,0.0,0.43,0.72,0.66
lite.csv,0.94,0.91,0.96,0.88,0.69,0.88,0.8,0.0,0.91,0.89
mumble.csv,0.82,0.62,0.76,0.58,0.0,0.85,0.82,0.7,0.88,0.73
ontopia.csv,0.78,0.58,1.0,0.9,0.69,0.03,0.79,0.65,0.94,0.64
openintents.csv,0.72,0.0,0.59,0.49,0.71,0.77,0.53,0.79,0.84,0.86
ta3d.csv,0.96,0.85,0.97,0.81,0.65,0.87,0.9,0.85,0.76,0.07
tweetsharp.csv,0.59,0.57,0.88,0.75,0.88,0.83,0.64,0.85,0.0,0.78
