,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv
ikvm.csv,471.5,99.0,17304.0,904.0,295.5,197.0,288.5,197.5,292.0,99.0
libtorrent.csv,97.5,99.0,13661.0,283.5,395.0,196.0,575.0,196.5,193.0,99.0
mcmc-jags.csv,97.5,99.0,21284.0,189.0,296.5,197.0,484.5,196.5,291.5,98.5
nebuladevice.csv,196.0,365.5,99.0,181.0,82.5,98.5,379.0,85.5,94.5,99.0
olap-navigator.csv,97.5,99.0,10349.5,188.0,96.5,97.5,174.0,196.5,193.0,99.0
pidgin.csv,196.0,95.5,12385.5,262.5,296.5,196.0,91.5,197.5,94.5,99.0
salasaga.csv,196.0,194.0,17184.5,175.0,197.5,197.0,477.5,197.5,192.0,99.0
sepgsql.csv,97.5,99.0,7334.0,290.0,98.5,96.5,378.0,196.5,126.0,99.0
xstore.csv,97.5,95.5,22079.0,175.0,296.5,196.0,285.5,196.5,190.0,198.0
xtreemfs.csv,196.0,95.5,22294.5,188.0,296.5,197.0,382.0,196.5,640.5,99.0
