,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.4,0.41,0.43,0.42,0.43,0.55,0.53,0.45,0.41,0.43,0.37,0.8,0.33,0.32,0.34,0.3,0.4,0.44,0.5,0.38
cornerstone.csv,0.58,0.95,0.92,0.94,0.67,0.87,0.67,0.98,0.75,0.0,0.39,0.45,0.96,0.45,0.83,0.32,0.72,0.43,0.8,0.86
emeraldemu.csv,0.37,0.53,0.46,0.49,0.67,0.79,0.67,0.52,0.81,0.52,0.38,0.67,0.83,0.0,0.51,0.8,0.45,0.5,0.75,0.53
grafx2.csv,0.38,0.45,0.51,0.63,0.48,0.56,0.48,0.53,0.53,0.53,0.36,0.4,0.42,0.33,0.36,0.33,0.41,0.41,0.75,0.44
jahshakafx.csv,0.34,0.45,0.41,0.4,0.41,0.64,0.5,0.41,0.49,0.48,0.38,0.83,0.41,0.43,0.35,0.33,0.37,0.32,0.43,0.43
kindb.csv,0.34,0.45,0.42,0.41,0.38,0.45,0.33,0.38,0.35,0.48,0.37,0.92,0.31,0.6,0.37,0.29,0.37,0.75,0.42,0.38
maya-work-in-progress.csv,0.45,0.47,0.43,0.68,0.43,0.44,0.33,0.38,0.41,0.46,0.33,0.38,0.36,0.51,0.4,0.39,0.35,0.37,0.43,0.46
netatalk.csv,0.42,0.46,0.47,0.53,0.46,0.45,0.38,0.38,0.38,0.47,0.37,0.58,0.35,0.31,0.39,0.32,0.38,0.41,0.41,0.46
novembre.csv,0.5,0.48,0.78,0.75,0.88,0.65,0.53,0.57,0.41,0.6,0.49,0.43,0.94,0.46,0.44,0.34,0.44,0.36,0.59,0.61
ns-3.csv,0.46,0.44,0.65,0.52,0.48,0.42,0.34,0.44,0.51,0.55,0.47,0.41,0.35,0.58,0.51,0.46,0.37,0.42,0.45,0.46
nullc.csv,0.44,0.5,0.4,0.54,0.5,0.57,0.45,0.52,0.49,0.89,0.45,0.71,0.43,0.4,0.48,0.5,0.4,0.67,0.61,0.59
open-beos.csv,0.37,0.4,0.56,0.52,0.46,0.54,0.41,0.38,0.5,0.68,0.52,0.37,0.4,0.47,0.38,0.43,0.37,0.39,0.44,0.44
pixel-commandos.csv,0.86,0.63,0.93,0.7,0.89,0.96,0.86,0.98,0.96,0.67,0.9,0.5,0.95,0.74,0.62,0.89,0.86,0.8,0.9,0.92
planeshift.csv,0.5,0.47,0.45,0.53,0.49,0.46,0.35,0.39,0.41,0.5,0.47,0.37,0.38,0.37,0.4,0.31,0.37,0.41,0.48,0.45
plee-the-bear.csv,0.37,0.58,0.51,0.9,0.47,0.43,0.34,0.36,0.39,0.48,0.36,0.38,0.37,0.57,0.47,0.41,0.4,0.34,0.41,0.41
reaper-ecad.csv,0.52,0.92,0.95,0.64,0.6,0.83,0.75,0.78,0.97,0.5,0.89,0.0,0.63,0.0,0.62,0.86,0.52,0.5,0.5,0.88
sbml.csv,0.41,0.39,0.44,0.48,0.43,0.42,0.34,0.34,0.42,0.52,0.32,0.36,0.32,0.37,0.35,0.33,0.36,0.32,0.37,0.43
unimrcp.csv,0.47,0.5,0.5,0.59,0.42,0.48,0.33,0.48,0.54,0.53,0.34,0.45,0.4,0.53,0.49,0.32,0.39,0.64,0.59,0.53
unladen-swallow.csv,0.95,0.57,0.68,0.89,0.73,0.51,0.36,0.52,0.52,0.62,0.78,0.41,0.47,0.43,0.88,0.4,0.47,0.39,0.48,0.9
xmoto.csv,0.45,0.49,0.52,0.83,0.5,0.46,0.47,0.52,0.5,0.61,0.46,0.61,0.45,0.36,0.35,0.38,0.4,0.42,0.42,0.47
