,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.69,0.34,0.23,0.36,0.54,0.45,0.47,0.62,0.53,0.73,0.53,0.43,0.78,0.73,0.72,0.82,0.69,0.6,0.25,0.63
cornerstone.csv,0.48,0.27,0.09,0.29,0.31,0.29,0.0,0.29,0.03,0.0,0.68,0.52,0.31,0.54,0.15,0.71,0.45,0.46,0.44,0.28
emeraldemu.csv,0.66,0.32,0.16,0.3,0.27,0.31,0.44,0.64,0.47,0.68,0.56,0.07,0.36,0.05,0.66,0.26,0.66,0.25,0.2,0.58
grafx2.csv,0.64,0.3,0.17,0.4,0.54,0.47,0.4,0.58,0.48,0.68,0.6,0.52,0.68,0.76,0.78,0.79,0.67,0.61,0.17,0.61
jahshakafx.csv,0.68,0.33,0.17,0.34,0.48,0.38,0.45,0.58,0.54,0.62,0.64,0.24,0.67,0.58,0.74,0.76,0.67,0.52,0.24,0.54
kindb.csv,0.65,0.3,0.16,0.32,0.61,0.53,0.58,0.54,0.54,0.64,0.65,0.3,0.82,0.45,0.72,0.89,0.7,0.44,0.18,0.62
maya-work-in-progress.csv,0.54,0.29,0.2,0.29,0.85,0.67,0.43,0.47,0.58,0.81,0.71,0.5,0.79,0.72,0.72,0.85,0.71,0.47,0.08,0.64
netatalk.csv,0.58,0.24,0.15,0.23,0.59,0.61,0.41,0.52,0.56,0.63,0.62,0.49,0.73,0.76,0.78,0.77,0.72,0.65,0.11,0.6
novembre.csv,0.62,0.33,0.17,0.21,0.28,0.44,0.59,0.47,0.54,0.5,0.5,0.51,0.2,0.57,0.66,0.83,0.71,0.52,0.31,0.51
ns-3.csv,0.52,0.32,0.12,0.39,0.65,0.72,0.46,0.42,0.49,0.53,0.56,0.43,0.84,0.63,0.63,0.75,0.73,0.42,0.07,0.63
nullc.csv,0.52,0.21,0.11,0.23,0.81,0.55,0.48,0.48,0.5,0.34,0.6,0.39,0.74,0.73,0.73,0.72,0.71,0.29,0.14,0.51
open-beos.csv,0.66,0.32,0.22,0.3,0.59,0.53,0.45,0.54,0.62,0.59,0.45,0.45,0.69,0.74,0.79,0.82,0.71,0.51,0.16,0.57
pixel-commandos.csv,0.07,0.2,0.08,0.21,0.31,0.24,0.36,0.24,0.21,0.11,0.1,0.0,0.23,0.42,0.57,0.33,0.4,0.33,0.57,0.38
planeshift.csv,0.47,0.22,0.11,0.23,0.83,0.69,0.43,0.53,0.53,0.61,0.61,0.47,0.75,0.71,0.8,0.76,0.7,0.48,0.09,0.58
plee-the-bear.csv,0.64,0.29,0.29,0.06,0.63,0.64,0.38,0.39,0.54,0.7,0.64,0.53,0.71,0.58,0.59,0.7,0.6,0.39,0.08,0.53
reaper-ecad.csv,0.59,0.29,0.28,0.44,0.46,0.06,0.21,0.5,0.3,0.06,0.39,0.0,0.48,0.05,0.53,0.34,0.59,0.25,0.33,0.36
sbml.csv,0.59,0.32,0.15,0.32,0.54,0.65,0.41,0.51,0.58,0.56,0.71,0.51,0.81,0.72,0.8,0.83,0.72,0.44,0.12,0.61
unimrcp.csv,0.54,0.27,0.19,0.34,0.59,0.54,0.44,0.57,0.52,0.66,0.62,0.6,0.67,0.55,0.64,0.75,0.69,0.48,0.12,0.61
unladen-swallow.csv,0.28,0.29,0.24,0.06,0.33,0.49,0.37,0.39,0.45,0.5,0.36,0.53,0.56,0.55,0.28,0.59,0.59,0.54,0.11,0.26
xmoto.csv,0.53,0.29,0.19,0.13,0.67,0.66,0.51,0.52,0.5,0.5,0.57,0.34,0.63,0.68,0.79,0.82,0.69,0.41,0.12,0.73
