,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,unicase.csv,uwom.csv
gwanted.csv,0.04,0.0,0.06,0.0,0.0,0.38,0.13,0.0,0.24,0.01
ivatamasks.csv,0.51,0.5,0.51,0.0,0.44,0.5,0.39,0.53,0.39,0.34
orc.csv,0.4,0.0,0.0,0.02,0.71,1.0,0.23,0.26,0.3,0.0
plato.csv,0.85,1.0,0.86,0.98,0.9,0.0,0.76,0.74,0.87,0.75
rodin-b-sharp.csv,0.15,0.0,0.11,0.19,0.17,0.12,0.0,0.18,0.18,0.2
umber.csv,0.0,0.0,0.27,0.26,0.07,0.62,0.34,0.14,0.12,0.22
unicase.csv,0.64,0.5,0.54,0.64,0.22,0.75,0.59,0.6,0.02,0.61
uwom.csv,0.55,0.0,0.14,0.06,0.37,1.0,0.53,0.25,0.47,0.0
vienna-add-in.csv,0.44,0.5,0.9,0.98,0.02,0.75,0.62,0.71,0.7,0.87
wpdev.csv,1.0,0.0,1.0,1.0,1.0,0.88,1.0,0.99,1.0,0.95
