,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.91,0.74,0.66,0.77,0.47,0.77,0.53,0.55,0.86,0.75,0.75,0.73,0.84,0.05
elateportal.csv,0.09,0.72,0.62,0.8,0.8,0.17,0.55,0.73,0.32,0.88,0.18,0.78,0.74,0.95
gdis.csv,0.59,0.69,0.79,0.7,0.4,0.77,0.41,0.64,0.56,0.38,0.81,0.46,0.68,0.05
gzigzag.csv,0.36,0.64,0.55,0.47,0.37,0.5,0.03,0.27,0.41,0.5,0.12,0.08,0.53,0.91
icescrum.csv,0.68,0.68,0.55,0.33,0.63,0.47,0.15,0.0,0.24,0.62,0.49,0.24,0.84,0.05
jguard.csv,0.95,0.71,0.72,0.43,0.73,0.67,0.9,0.55,0.62,0.88,1.0,0.65,0.79,0.93
jitterbit.csv,0.91,0.7,0.66,0.83,0.57,0.7,0.78,0.09,0.8,0.75,0.58,0.16,0.84,0.09
jython.csv,0.86,0.61,0.34,0.63,0.17,0.6,0.56,0.27,0.43,0.12,0.16,0.49,0.11,0.05
personalaccess.csv,0.59,0.38,0.59,0.47,0.57,0.6,0.32,0.27,0.79,0.0,0.16,0.19,0.68,0.09
ppcboot.csv,0.91,0.96,0.76,1.0,0.9,1.0,0.59,0.91,0.82,0.88,0.89,0.95,0.68,0.89
repositorium.csv,0.0,0.2,0.14,0.0,0.37,0.17,0.1,0.82,0.08,0.12,0.23,0.3,0.16,0.05
unbvision.csv,0.82,0.74,0.41,0.33,0.37,0.87,0.55,0.27,0.42,0.25,0.86,0.3,0.53,0.09
wxstudio.csv,0.18,0.21,0.31,0.47,0.47,0.13,0.57,0.64,0.46,0.0,0.44,0.7,0.21,0.98
xbg.csv,0.45,0.17,0.14,0.07,0.17,0.33,0.66,0.09,0.05,0.88,0.12,0.22,0.16,0.2
