,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.61,0.41,0.4,0.43,0.53,0.66,0.49,0.56,0.41,0.43,0.67,0.69,0.45,0.38,0.98,0.8,0.59
enzo.csv,0.68,0.7,0.68,0.65,0.61,0.66,0.57,0.61,0.95,0.45,0.45,0.7,0.76,0.36,0.6,0.45,0.64
hydrogen.csv,0.45,0.09,0.17,0.11,0.34,0.95,0.22,0.55,0.19,0.35,0.22,0.37,0.05,0.2,0.37,0.66,0.59
keyczar.csv,0.19,0.58,0.62,0.72,0.57,0.68,0.61,0.41,0.64,0.7,0.54,0.69,0.99,0.75,0.64,0.66,0.66
lphant.csv,0.13,0.54,0.6,0.56,0.6,0.79,0.58,0.29,0.33,0.53,0.88,0.6,0.55,0.4,0.57,0.53,0.63
lsb.csv,0.8,0.68,0.64,0.76,0.42,0.6,0.5,0.6,0.82,0.62,0.39,0.71,0.74,0.3,0.67,0.8,0.64
maya-work-in-progress.csv,0.41,0.71,0.59,0.97,0.48,0.74,0.71,0.43,0.45,0.62,0.67,0.74,0.58,0.66,0.44,0.48,0.52
mcore3d.csv,0.21,0.99,0.6,0.54,0.52,0.71,0.52,0.41,0.47,0.5,0.6,0.69,0.46,0.48,0.7,0.66,0.66
mscore.csv,0.41,0.54,0.36,0.45,0.97,0.69,0.71,0.6,0.52,0.57,0.54,0.72,0.29,0.44,0.44,0.74,0.63
natpad.csv,0.57,0.41,0.46,0.36,0.49,0.6,0.59,0.62,0.47,0.51,0.26,0.7,0.31,0.73,0.43,0.58,1.0
rocrail.csv,0.09,0.2,0.19,0.11,0.3,0.43,0.29,0.47,0.26,0.34,0.27,0.29,0.1,0.18,0.31,0.88,0.54
salasaga.csv,0.38,0.35,0.24,0.0,0.09,0.17,0.39,0.37,0.63,0.52,0.37,0.91,0.0,0.0,0.27,0.28,0.34
virtuoso.csv,0.46,0.17,0.17,0.0,0.3,0.53,0.17,0.86,0.0,0.34,0.0,0.0,0.2,0.27,0.17,0.09,0.0
xemeiah.csv,0.66,0.41,0.4,0.26,0.43,0.65,0.93,0.63,0.34,0.61,0.31,0.51,0.2,0.24,0.5,0.75,0.62
xined.csv,0.17,0.44,0.13,0.22,0.26,0.43,0.55,0.43,0.19,1.0,0.35,0.21,0.07,0.63,0.41,0.31,0.39
xtreemfs.csv,0.05,0.56,0.71,0.62,0.6,0.74,0.68,0.51,0.39,0.69,0.58,0.49,0.2,0.99,0.67,0.75,0.49
yield.csv,0.47,0.6,0.98,0.48,0.67,0.59,0.76,0.68,0.65,0.64,0.72,0.53,0.48,0.71,0.73,0.69,0.66
