,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.44,0.67,0.66,0.63,0.54,0.4,0.58,0.59,0.64,0.73,0.41,0.4,0.61,0.73,0.03,0.34,0.51
enzo.csv,0.47,0.56,0.64,0.68,0.75,0.52,0.75,0.72,0.06,0.87,0.85,0.59,0.44,0.9,0.76,0.86,0.63
hydrogen.csv,0.6,0.93,0.87,0.91,0.71,0.06,0.82,0.56,0.84,0.7,0.82,0.69,0.96,0.84,0.69,0.43,0.49
keyczar.csv,0.91,0.65,0.72,0.57,0.65,0.62,0.69,0.81,0.47,0.64,0.78,0.68,0.07,0.39,0.51,0.53,0.57
lphant.csv,0.97,0.67,0.74,0.77,0.64,0.46,0.76,0.93,0.89,0.57,0.14,0.67,0.64,0.72,0.59,0.81,0.46
lsb.csv,0.24,0.53,0.69,0.47,0.87,0.77,0.83,0.73,0.35,0.7,0.88,0.61,0.45,0.92,0.7,0.55,0.65
maya-work-in-progress.csv,0.91,0.53,0.76,0.04,0.84,0.55,0.62,0.88,0.86,0.7,0.65,0.54,0.55,0.69,0.87,0.84,0.79
mcore3d.csv,0.87,0.01,0.59,0.76,0.58,0.38,0.57,0.74,0.6,0.8,0.74,0.59,0.85,0.85,0.53,0.5,0.47
mscore.csv,0.81,0.62,0.7,0.62,0.04,0.54,0.53,0.73,0.54,0.74,0.54,0.52,0.82,0.68,0.69,0.5,0.56
natpad.csv,0.78,0.71,0.61,0.69,0.58,0.59,0.6,0.65,0.85,0.65,0.87,0.52,0.74,0.46,0.69,0.52,0.0
rocrail.csv,0.93,0.84,0.84,0.91,0.75,0.63,0.75,0.6,0.79,0.71,0.78,0.75,0.92,0.86,0.74,0.14,0.52
salasaga.csv,0.89,0.92,1.0,1.0,0.98,0.98,0.9,0.89,0.7,0.8,0.94,0.11,1.0,1.02,0.93,0.95,0.94
virtuoso.csv,0.85,0.97,0.96,1.0,0.92,0.81,0.96,0.17,1.0,0.75,1.0,1.0,0.86,0.93,0.97,0.97,1.0
xemeiah.csv,0.54,0.67,0.65,0.78,0.62,0.41,0.09,0.54,0.84,0.55,0.73,0.56,0.84,0.87,0.56,0.38,0.45
xined.csv,0.96,0.79,0.99,0.88,0.83,0.64,0.72,0.64,0.85,0.0,0.8,0.95,0.94,0.7,0.77,0.75,0.88
xtreemfs.csv,0.98,0.61,0.5,0.45,0.52,0.56,0.6,0.61,0.68,0.59,0.75,0.62,0.84,0.02,0.57,0.41,0.57
yield.csv,0.76,0.63,0.02,0.62,0.52,0.74,0.52,0.62,0.47,0.74,0.55,0.78,0.67,0.53,0.54,0.66,0.65
