,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.58,0.47,0.62,0.56,0.43,0.5,0.47,0.39,0.5,0.36,0.45,0.49,0.45,0.54,0.45,0.34,0.4
enzo.csv,0.57,0.37,0.38,0.45,0.37,0.51,0.37,0.34,0.37,0.38,0.33,0.43,0.38,0.3,0.34,0.4,0.36
hydrogen.csv,0.84,0.93,0.94,0.67,0.61,0.8,0.93,0.41,0.94,0.8,0.75,0.64,0.67,0.73,0.68,0.41,0.39
keyczar.csv,0.77,0.42,0.43,0.45,0.5,0.53,0.45,0.5,0.47,0.36,0.38,0.44,0.45,0.4,0.47,0.45,0.41
lphant.csv,0.57,0.52,0.53,0.53,0.47,0.6,0.5,0.41,0.7,0.47,0.53,0.62,0.5,0.58,0.53,0.45,0.44
lsb.csv,0.56,0.37,0.43,0.42,0.39,0.54,0.44,0.33,0.33,0.35,0.33,0.43,0.41,0.3,0.37,0.33,0.36
maya-work-in-progress.csv,0.6,0.37,0.41,0.5,0.39,0.47,0.44,0.39,0.43,0.35,0.38,0.4,0.38,0.32,0.39,0.39,0.43
mcore3d.csv,0.98,0.46,0.59,0.55,0.5,0.58,0.52,0.54,0.6,0.44,0.37,0.49,0.68,0.43,0.4,0.48,0.4
mscore.csv,0.8,0.55,0.72,0.73,0.47,0.53,0.49,0.39,0.54,0.42,0.61,0.48,0.71,0.61,0.51,0.42,0.45
natpad.csv,0.58,0.61,0.78,0.9,0.53,0.67,0.6,0.41,0.48,0.43,0.56,0.45,0.53,0.4,0.62,0.59,0.56
rocrail.csv,0.67,0.92,0.92,0.75,0.72,0.71,0.81,0.59,0.75,0.78,0.86,0.85,0.8,0.84,0.89,0.74,0.54
salasaga.csv,0.57,0.48,0.55,0.46,0.43,0.54,0.54,0.42,0.47,0.51,0.46,0.88,0.43,0.35,0.41,0.46,0.53
virtuoso.csv,0.58,0.41,0.46,0.46,0.42,0.54,0.44,0.89,0.43,0.73,0.35,0.53,0.91,0.31,0.41,0.43,0.43
xemeiah.csv,0.62,0.53,0.69,0.88,0.55,0.67,0.61,0.38,0.68,0.41,0.78,0.53,0.67,0.61,0.52,0.39,0.42
xined.csv,0.58,0.67,0.48,0.95,0.98,0.74,0.63,0.9,0.95,0.9,0.67,0.54,0.75,0.38,0.76,0.95,0.46
xtreemfs.csv,0.97,0.47,0.46,0.61,0.46,0.57,0.48,0.56,0.56,0.38,0.33,0.46,0.7,0.34,0.41,0.43,0.52
yield.csv,0.72,0.45,0.52,0.65,0.45,0.54,0.47,0.41,0.38,0.4,0.37,0.6,0.46,0.38,0.34,0.36,0.52
