,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.96,0.76,0.76,0.75,0.8,0.42,0.67,0.31,0.97,0.18,0.7,0.33,0.95,0.85,0.98,0.44,0.6
enzo.csv,0.39,0.76,0.56,0.47,0.64,0.21,0.48,0.26,0.99,0.15,0.42,0.21,0.87,0.85,0.51,0.24,0.46
hydrogen.csv,0.95,0.64,0.53,1.0,0.88,1.0,0.86,0.35,1.0,0.6,1.0,0.36,0.67,0.89,0.74,0.44,0.63
keyczar.csv,0.13,0.71,0.53,0.51,0.63,0.18,0.49,0.18,0.9,0.25,0.4,0.2,0.98,0.93,0.6,0.31,0.49
lphant.csv,0.25,0.7,0.51,0.41,0.64,0.24,0.5,0.22,0.7,0.29,1.0,0.17,0.79,0.85,0.53,0.24,0.63
lsb.csv,0.94,0.77,0.54,0.56,0.61,0.17,0.48,0.26,0.92,0.22,0.41,0.21,0.86,0.85,0.53,0.33,0.46
maya-work-in-progress.csv,0.19,0.78,0.52,0.97,0.62,0.21,0.56,0.21,0.8,0.22,0.48,0.23,0.84,0.88,0.45,0.24,0.39
mcore3d.csv,0.18,1.0,0.56,0.4,0.73,0.33,0.61,0.22,0.91,0.17,0.44,0.2,0.71,0.82,0.57,0.33,0.58
mscore.csv,0.2,0.74,0.62,0.59,1.0,0.2,0.58,0.25,0.96,0.19,0.61,0.23,0.71,0.87,0.49,0.33,0.5
natpad.csv,0.27,0.7,0.72,1.0,0.81,0.18,0.53,0.27,0.78,0.22,0.28,0.23,0.87,0.91,0.5,0.38,1.0
rocrail.csv,1.0,0.83,0.77,0.75,0.89,0.43,0.81,0.41,0.92,0.33,0.71,0.35,0.8,0.86,0.63,1.0,0.81
salasaga.csv,0.27,0.66,0.38,0.41,0.58,0.12,0.42,0.24,0.83,0.18,0.32,1.0,0.76,0.81,0.44,0.19,0.34
virtuoso.csv,0.27,0.68,0.48,0.41,0.59,0.16,0.47,1.0,0.8,0.2,0.39,0.15,0.73,0.85,0.42,0.22,0.4
xemeiah.csv,0.34,0.81,0.85,0.88,0.94,0.37,1.0,0.32,0.73,0.27,0.67,0.36,0.89,0.75,0.74,0.41,0.69
xined.csv,0.25,0.63,0.44,0.27,0.54,0.32,0.46,0.41,0.84,1.0,0.33,0.15,0.75,0.87,0.4,0.27,0.41
xtreemfs.csv,0.07,0.74,0.62,0.68,0.74,0.2,0.55,0.32,0.88,0.25,0.43,0.21,0.8,1.0,0.54,0.39,0.7
yield.csv,0.22,0.72,1.0,0.54,0.71,0.15,0.6,0.29,0.9,0.24,0.51,0.14,0.79,0.9,0.57,0.28,0.47
