,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.7,0.5,0.48,0.5,0.61,0.5,0.54,0.39,0.53,0.25,0.67,0.45,0.56,0.49,0.98,0.57,0.58
enzo.csv,0.5,0.78,0.67,0.6,0.75,0.32,0.59,0.39,0.97,0.24,0.57,0.33,0.84,0.92,0.66,0.39,0.57
hydrogen.csv,0.56,0.13,0.22,0.17,0.43,0.97,0.3,0.42,0.27,0.4,0.31,0.34,0.08,0.29,0.44,0.52,0.59
keyczar.csv,0.14,0.66,0.65,0.64,0.61,0.3,0.59,0.25,0.73,0.39,0.52,0.34,0.99,0.84,0.62,0.42,0.58
lphant.csv,0.4,0.62,0.63,0.53,0.65,0.38,0.65,0.36,0.43,0.37,0.93,0.27,0.66,0.5,0.55,0.39,0.62
lsb.csv,0.84,0.75,0.66,0.68,0.74,0.29,0.63,0.4,0.89,0.34,0.56,0.34,0.83,0.91,0.69,0.5,0.57
maya-work-in-progress.csv,0.29,0.77,0.66,0.97,0.75,0.33,0.69,0.32,0.82,0.34,0.61,0.36,0.68,0.9,0.58,0.38,0.49
mcore3d.csv,0.18,1.0,0.59,0.49,0.58,0.45,0.55,0.28,0.58,0.26,0.58,0.32,0.63,0.72,0.65,0.44,0.62
mscore.csv,0.26,0.61,0.42,0.48,0.98,0.32,0.67,0.38,0.63,0.3,0.55,0.35,0.37,0.55,0.44,0.47,0.57
natpad.csv,0.42,0.49,0.53,0.48,0.57,0.28,0.57,0.38,0.74,0.3,0.25,0.35,0.41,0.83,0.44,0.44,1.0
rocrail.csv,0.12,0.28,0.26,0.17,0.4,0.4,0.39,0.42,0.35,0.32,0.34,0.29,0.15,0.26,0.38,0.93,0.61
salasaga.csv,0.42,0.72,0.47,0.58,0.71,0.21,0.53,0.38,0.84,0.29,0.41,0.94,0.86,0.81,0.6,0.3,0.46
virtuoso.csv,0.42,0.8,0.64,0.58,0.71,0.27,0.63,0.91,0.89,0.24,0.55,0.26,0.27,0.91,0.57,0.36,0.57
xemeiah.csv,0.46,0.49,0.49,0.35,0.55,0.47,0.95,0.43,0.44,0.37,0.39,0.41,0.28,0.33,0.56,0.54,0.63
xined.csv,0.39,0.51,0.57,0.22,0.32,0.34,0.52,0.4,0.26,1.0,0.33,0.26,0.12,0.84,0.4,0.27,0.57
xtreemfs.csv,0.05,0.63,0.68,0.63,0.65,0.33,0.65,0.38,0.5,0.38,0.56,0.29,0.28,1.0,0.62,0.52,0.54
yield.csv,0.3,0.67,0.99,0.48,0.71,0.26,0.71,0.43,0.74,0.38,0.63,0.23,0.58,0.84,0.68,0.43,0.59
