,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,0.04,0.37,0.44,0.6,1.0,0.59,0.46,0.29,0.57,0.44
betoffice.csv,0.52,0.3,0.08,0.29,0.34,0.39,0.94,0.47,0.27,0.36
bnetd.csv,0.88,0.58,0.36,0.62,0.53,0.62,0.45,0.99,0.56,0.48
graphmak.csv,0.15,0.96,0.39,0.27,0.54,0.25,0.15,0.29,0.52,0.24
hazelcast.csv,0.88,0.54,0.4,0.68,0.49,1.0,0.62,0.66,0.58,0.5
megasquirtavr.csv,0.9,0.53,0.95,0.67,0.49,0.9,0.57,0.69,0.52,0.46
pdfedit.csv,0.56,0.26,0.32,1.0,0.33,0.69,0.38,0.47,0.42,0.36
stajistics.csv,0.24,0.56,0.39,0.33,0.46,0.61,0.32,0.29,0.54,1.0
twostep.csv,0.49,0.32,0.12,0.38,0.44,0.61,0.44,0.39,1.0,0.39
xharbour.csv,0.99,0.53,0.37,0.67,0.51,0.84,0.67,0.62,0.47,0.45
