,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.48,0.0,0.09,0.1,0.48,0.16,0.13,0.04,0.37,0.97,0.48,0.1
aubit4gl.csv,0.43,0.58,0.44,0.4,0.98,0.3,0.24,0.28,0.34,0.37,0.46,0.38
liferea.csv,0.45,0.2,0.54,0.88,0.18,0.4,0.33,0.43,0.28,0.27,0.61,0.43
moving-pictures.csv,0.36,0.2,0.57,0.27,0.46,0.46,1.0,0.53,0.53,0.44,0.47,0.68
olex2.csv,0.57,0.38,0.53,0.36,0.0,0.4,0.4,0.11,0.28,0.49,0.59,0.98
opensim4opencog.csv,0.12,0.2,0.25,0.27,0.35,0.97,0.17,0.18,0.05,0.16,0.17,0.06
plearn.csv,0.98,0.37,0.33,0.27,0.55,0.33,0.44,0.5,0.53,0.56,0.77,0.39
psrchive.csv,0.31,0.0,0.94,0.1,0.07,0.05,0.13,0.04,0.18,0.2,0.34,0.15
re2c.csv,0.39,1.0,0.64,0.34,0.36,0.47,0.59,0.55,0.71,0.52,0.43,0.55
rebecca-aiml.csv,0.36,0.2,0.47,0.54,0.51,0.43,0.48,0.58,1.0,0.41,0.7,0.51
wxcode.csv,0.15,0.2,0.09,0.1,0.2,0.05,0.05,0.07,0.07,0.12,1.0,0.15
xfce.csv,0.61,0.36,0.67,0.79,0.51,0.59,0.51,0.98,0.59,0.62,0.45,0.58
