,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.06,0.58,1.0,0.25,0.69,0.01,0.34,0.94,0.42,0.36,0.5,0.5,0.73
echongl.csv,0.12,0.64,0.21,0.43,1.0,0.0,0.5,0.93,0.47,0.0,0.27,0.38,1.0
les-indemodables.csv,0.18,0.71,0.41,0.26,0.85,0.0,0.58,0.9,0.44,1.0,0.68,0.62,0.67
mbse.csv,0.08,0.62,0.31,0.97,0.82,0.0,0.38,0.95,0.43,0.34,0.44,0.57,0.62
ns-3-dev-def-routing.csv,0.16,0.73,0.21,0.38,0.77,0.0,0.97,0.95,0.38,0.41,0.4,0.46,0.73
psycle.csv,0.1,0.99,0.31,0.26,0.72,0.01,0.43,0.94,0.47,0.42,0.44,0.37,0.82
qpe.csv,1.0,0.54,0.33,0.29,0.8,0.0,0.34,0.95,0.46,0.37,0.36,0.58,0.62
simplewebservices.csv,0.08,0.6,0.3,0.39,0.39,0.0,0.42,0.97,0.5,0.45,1.0,0.28,0.83
v8.csv,0.09,0.62,0.3,0.25,0.72,0.01,0.41,1.0,0.44,0.36,0.44,0.35,0.73
wikipediardware.csv,0.1,0.74,0.28,0.23,0.73,0.01,0.41,0.93,0.56,0.44,0.42,0.34,1.0
wxstudio.csv,0.1,0.4,0.22,0.21,0.79,0.0,0.42,1.0,1.0,0.23,0.29,0.18,0.65
xamj.csv,0.13,0.63,0.31,0.24,0.69,0.0,0.36,0.93,0.46,0.39,0.45,1.0,0.69
