,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.11,0.52,0.96,0.4,0.58,0.03,0.38,0.7,0.51,0.52,0.52,0.51,0.84
echongl.csv,0.21,0.59,0.21,0.08,0.99,0.0,0.57,0.66,0.58,0.0,0.25,0.29,0.05
les-indemodables.csv,0.26,0.35,0.25,0.34,0.29,0.0,0.56,0.4,0.35,0.99,0.36,0.42,0.1
mbse.csv,0.14,0.6,0.35,0.93,0.63,0.0,0.44,0.68,0.5,0.32,0.5,0.43,0.57
ns-3-dev-def-routing.csv,0.25,0.56,0.23,0.4,0.6,0.0,0.96,0.68,0.46,0.48,0.41,0.48,0.59
psycle.csv,0.18,0.98,0.45,0.41,0.75,0.02,0.56,0.86,0.52,0.56,0.57,0.51,0.78
qpe.csv,0.9,0.47,0.29,0.26,0.27,0.0,0.34,0.51,0.51,0.41,0.43,0.22,0.44
simplewebservices.csv,0.13,0.36,0.36,0.51,0.21,0.0,0.41,0.68,0.3,0.32,0.97,0.35,0.72
v8.csv,0.16,0.62,0.46,0.4,0.84,0.02,0.55,1.0,0.6,0.52,0.61,0.49,0.84
wikipediardware.csv,0.19,0.72,0.43,0.36,0.83,0.02,0.57,0.73,0.6,0.61,0.58,0.48,0.96
wxstudio.csv,0.16,0.17,0.22,0.08,0.35,0.0,0.38,0.26,0.97,0.17,0.04,0.17,0.4
xamj.csv,0.21,0.67,0.38,0.33,0.43,0.0,0.4,0.56,0.55,0.5,0.47,0.95,0.66
