,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.46,0.44,0.93,0.0,0.49,0.75,0.44,0.54,0.54,0.0,0.56,0.56,0.0
echongl.csv,0.6,0.51,0.23,0.06,0.99,0.0,0.64,0.48,0.62,0.0,0.27,0.28,0.04
les-indemodables.csv,0.51,0.27,0.21,0.5,0.2,0.0,0.58,0.28,0.34,0.98,0.29,0.36,0.06
mbse.csv,0.55,0.5,0.43,0.91,0.55,0.0,0.5,0.53,0.54,0.34,0.55,0.39,0.34
ns-3-dev-def-routing.csv,0.61,0.49,0.28,0.47,0.5,0.0,0.95,0.53,0.49,0.57,0.43,0.53,0.5
psycle.csv,0.68,0.97,0.61,0.3,0.51,0.7,0.62,0.43,0.57,0.65,0.57,0.68,0.7
qpe.csv,0.85,0.39,0.29,0.27,0.19,0.0,0.37,0.39,0.55,0.48,0.47,0.17,0.35
simplewebservices.csv,0.49,0.29,0.47,0.71,0.16,0.0,0.43,0.56,0.26,0.28,0.95,0.47,0.63
v8.csv,0.57,0.49,0.38,0.05,0.0,0.33,0.52,1.0,0.3,0.0,0.36,0.63,0.0
wikipediardware.csv,0.65,0.66,0.35,0.47,0.3,0.13,0.44,0.51,0.64,0.66,0.24,0.62,0.93
wxstudio.csv,0.45,0.13,0.25,0.06,0.26,0.0,0.39,0.18,0.96,0.17,0.02,0.2,0.32
xamj.csv,0.52,0.44,0.51,0.5,0.35,0.0,0.46,0.42,0.59,0.59,0.51,0.93,0.45
