,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.82,0.84,0.07,1.0,0.76,0.63,0.79,0.69,0.76,1.0,0.6,0.53,1.0
echongl.csv,0.54,0.75,0.85,0.95,0.01,1.04,0.55,0.78,0.7,1.0,0.89,0.78,0.97
les-indemodables.csv,0.57,0.79,0.83,0.68,0.83,1.03,0.52,0.88,0.76,0.03,0.75,0.69,0.95
mbse.csv,0.74,0.8,0.69,0.11,0.56,1.15,0.72,0.66,0.72,0.77,0.67,0.67,0.98
ns-3-dev-def-routing.csv,0.49,0.63,0.83,0.61,0.63,1.03,0.06,0.66,0.82,0.64,0.73,0.56,0.71
psycle.csv,0.64,0.04,0.72,0.92,0.82,0.68,0.7,0.87,0.65,0.68,0.77,0.62,0.5
qpe.csv,0.18,0.89,0.77,0.79,0.84,1.0,0.79,0.72,0.67,0.7,0.82,0.86,0.87
simplewebservices.csv,0.71,0.81,0.69,0.46,1.04,1.11,0.69,0.54,0.8,0.78,0.06,0.74,0.51
v8.csv,0.77,0.82,0.89,0.99,1.0,0.91,0.82,0.0,0.92,1.0,0.9,0.71,1.0
wikipediardware.csv,0.72,0.56,0.91,0.85,0.92,0.97,0.86,0.8,0.52,0.71,0.94,0.7,0.08
wxstudio.csv,0.67,0.94,0.83,0.96,0.79,1.0,0.72,0.85,0.05,0.9,0.98,0.9,0.83
xamj.csv,0.58,0.87,0.65,0.72,0.78,1.04,0.76,0.76,0.7,0.7,0.67,0.09,0.87
