,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.66,0.65,0.0,1.0,0.58,0.63,0.54,0.54,0.67,1.0,0.4,0.22,1.0
echongl.csv,0.35,0.61,0.29,0.02,0.0,0.29,0.43,0.62,0.65,0.0,0.46,0.16,0.0
les-indemodables.csv,0.17,0.18,0.1,0.46,0.08,0.25,0.26,0.46,0.29,0.0,0.09,0.08,0.07
mbse.csv,0.65,0.68,0.35,0.01,0.29,0.57,0.54,0.46,0.59,0.32,0.52,0.11,0.86
ns-3-dev-def-routing.csv,0.26,0.33,0.37,0.23,0.37,0.24,0.02,0.46,0.69,0.49,0.43,0.26,0.5
psycle.csv,0.62,0.01,0.7,0.92,0.79,0.68,0.66,0.85,0.51,0.66,0.74,0.59,0.43
qpe.csv,0.0,0.67,0.19,0.18,0.11,0.07,0.43,0.31,0.51,0.45,0.67,0.04,0.57
simplewebservices.csv,0.5,0.33,0.41,0.38,0.58,0.49,0.35,0.23,0.16,0.17,0.0,0.5,0.36
v8.csv,0.76,0.72,0.89,0.99,1.0,0.91,0.8,0.0,0.92,1.0,0.9,0.69,1.0
wikipediardware.csv,0.72,0.47,0.9,0.82,0.92,0.97,0.86,0.69,0.39,0.71,0.94,0.68,0.0
wxstudio.csv,0.31,0.3,0.3,0.06,0.16,0.08,0.31,0.0,0.0,0.26,0.04,0.33,0.43
xamj.csv,0.27,0.83,0.42,0.53,0.37,0.27,0.52,0.46,0.63,0.63,0.44,0.0,0.79
