,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.59,0.69,0.76,0.36,0.46,0.41,0.63,0.55,0.6,0.49,0.53,0.54,0.42
echongl.csv,0.6,0.62,0.82,0.86,0.37,0.97,0.52,0.68,0.62,0.0,0.72,0.98,0.0
les-indemodables.csv,0.69,0.84,0.94,0.54,0.95,0.62,0.65,0.9,0.8,0.61,0.97,0.73,0.67
mbse.csv,0.6,0.58,0.58,0.8,0.5,0.54,0.52,0.54,0.61,0.78,0.47,0.75,0.56
ns-3-dev-def-routing.csv,0.62,0.7,0.75,0.7,0.53,0.71,0.63,0.65,0.67,0.57,0.65,0.65,0.62
psycle.csv,0.49,0.49,0.37,0.36,0.33,0.36,0.41,0.42,0.47,0.47,0.38,0.48,0.44
qpe.csv,0.97,0.76,0.97,0.96,0.95,0.88,0.82,0.83,0.76,0.78,0.56,0.96,0.9
simplewebservices.csv,0.67,0.84,0.69,0.44,0.81,0.46,0.73,0.51,0.81,0.85,0.6,0.66,0.52
v8.csv,0.52,0.61,0.37,0.36,0.29,0.39,0.45,0.44,0.5,0.49,0.36,0.47,0.42
wikipediardware.csv,0.49,0.46,0.35,0.41,0.29,0.37,0.39,0.37,0.37,0.48,0.36,0.45,0.43
wxstudio.csv,0.81,0.98,0.88,0.93,0.96,0.89,0.71,0.97,0.57,0.91,0.86,0.99,0.94
xamj.csv,0.56,0.56,0.61,0.51,0.67,0.66,0.54,0.65,0.67,0.58,0.45,0.68,0.6
