,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.52,0.69,0.89,0.62,0.77,0.62,0.9
jnode.csv,0.8,0.83,0.83,0.92,0.96,0.75,0.5
mcmc-jags.csv,0.41,0.4,0.6,0.43,0.39,0.52,0.4
metacosm.csv,0.59,0.39,0.75,0.89,0.84,0.45,0.39
miranda-icq.csv,0.55,0.44,0.48,0.51,0.62,0.46,0.41
quarkplusplus.csv,0.56,0.56,0.75,0.89,0.92,0.52,0.43
selenium.csv,0.42,0.36,0.46,0.64,0.37,0.46,0.37
