,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.2,0.09,0.07,0.96,0.16,0.07,0.13
flexpay.csv,0.17,0.24,0.89,0.22,0.34,0.27,0.32
modellus.csv,0.29,0.64,0.45,0.33,0.52,0.98,0.5
open-data-kit.csv,0.49,0.7,0.51,0.58,0.54,0.59,1.0
phet.csv,0.97,0.13,0.44,0.22,0.07,0.36,0.47
qtractor.csv,0.09,0.97,0.23,0.37,0.23,0.26,0.25
sumatrapdf.csv,0.44,0.68,0.56,0.62,1.0,0.73,0.63
