,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.98,0.5,0.97,0.65,0.89,0.9,0.92
flexpay.csv,0.81,0.87,0.99,0.93,0.57,0.71,0.82
modellus.csv,0.64,0.62,0.62,0.86,0.65,0.48,0.52
open-data-kit.csv,0.47,0.43,0.5,0.45,0.38,0.46,0.44
phet.csv,0.98,0.89,0.64,0.93,0.9,0.68,0.71
qtractor.csv,0.95,0.48,0.99,0.59,0.83,0.96,0.84
sumatrapdf.csv,0.42,0.45,0.44,0.43,0.65,0.41,0.47
