,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.85,0.8,0.27,0.43,0.9,0.83,0.58,0.16,0.01,0.36,0.21,0.67,0.8,0.85,0.51,0.55,0.46,0.71,0.66
amygdala.csv,0.74,0.79,0.22,0.36,0.94,0.83,0.43,0.16,0.0,0.25,0.21,0.68,0.26,0.68,0.62,0.58,0.45,0.57,0.57
awemud.csv,0.75,0.76,0.15,0.23,0.81,0.86,0.35,0.19,0.0,0.4,0.15,0.57,0.4,0.65,0.6,0.59,0.44,0.72,0.52
bullet.csv,0.72,0.7,0.22,0.53,0.88,0.79,0.35,0.18,0.0,0.23,0.15,0.55,0.3,0.55,0.62,0.6,0.46,0.6,0.54
customwars.csv,1.0,0.71,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.4,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0
dvd-create.csv,0.71,0.66,0.22,0.16,0.88,0.86,0.33,0.17,0.0,0.27,0.15,0.61,0.2,0.61,0.63,0.59,0.47,0.58,0.42
gbif-indexingtoolkit.csv,0.69,0.62,0.56,0.24,0.8,0.75,0.3,0.0,0.0,0.0,0.12,0.36,0.29,0.4,0.77,0.54,0.43,0.66,0.39
go.csv,0.74,0.83,0.34,0.14,0.83,0.83,0.47,0.18,0.0,0.0,0.15,0.64,0.49,0.7,0.62,0.67,0.48,0.84,0.53
growl-for-windows.csv,0.8,0.0,0.24,0.0,0.89,0.8,0.41,0.2,0.0,0.0,0.15,0.57,0.0,0.75,0.6,0.59,0.58,0.84,0.92
gss.csv,0.75,0.66,0.24,0.73,0.92,0.78,0.44,0.19,0.0,0.0,0.15,0.59,0.38,0.59,0.62,0.75,0.5,0.58,0.63
kwave.csv,0.88,0.5,0.57,0.06,1.0,0.5,0.42,0.15,0.0,0.5,0.09,0.57,0.27,0.59,0.78,0.0,0.67,0.0,0.4
libarchive.csv,0.8,0.73,0.22,0.2,0.85,0.8,0.46,0.16,0.0,0.3,0.15,0.68,0.38,0.59,0.63,0.65,0.46,0.72,0.72
linux-ntfs.csv,0.74,0.63,0.21,0.55,0.86,0.81,0.39,0.22,0.01,0.2,0.16,0.58,0.37,0.6,0.52,0.71,0.65,0.55,0.55
lsb.csv,0.84,0.6,0.1,0.93,0.83,0.76,0.44,0.33,0.0,0.0,0.16,0.57,0.79,0.65,0.52,0.57,0.65,0.75,0.46
mpgravity.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qcad2.csv,0.81,0.96,0.44,0.46,1.0,0.76,0.6,0.19,0.01,0.54,0.15,0.5,0.7,0.55,0.62,0.6,0.52,0.73,0.67
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.5,0.0,0.0,0.0,0.0
roller.csv,0.77,0.64,0.23,0.24,0.8,0.74,0.34,0.21,0.0,0.27,0.16,0.53,0.29,0.81,0.6,0.6,0.46,0.69,0.42
xinity.csv,0.6,0.62,0.4,0.14,0.77,0.67,0.27,0.21,0.0,0.23,0.14,0.45,0.28,0.61,0.73,0.55,0.46,0.76,0.35
