,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.5,0.35,0.48,0.95,0.33,0.63,0.43,0.42,0.21,0.33,0.38,0.38,0.42,0.47,0.29
bibletime.csv,0.75,0.62,0.52,0.37,0.73,0.87,0.79,0.68,0.4,1.0,1.0,0.9,0.72,0.36,0.8
boost.csv,0.72,0.58,0.88,0.45,0.97,0.53,0.93,0.71,0.49,0.67,0.65,0.61,0.83,0.58,0.75
doomlegacy.csv,0.89,0.81,1.0,0.87,0.56,0.8,0.93,0.72,1.0,1.0,0.82,0.8,0.81,1.0,0.81
gpac.csv,0.42,0.5,0.95,0.58,0.53,0.63,0.43,0.28,0.35,1.0,0.52,0.49,0.67,0.34,0.37
kftpgrabber.csv,0.57,0.92,0.82,0.97,0.38,0.97,0.57,0.23,0.32,0.33,0.32,0.39,0.39,0.17,0.22
nativeclient.csv,0.75,0.58,0.55,0.42,0.63,0.57,0.79,0.34,0.57,0.67,0.65,0.67,0.69,0.4,0.97
netatalk.csv,0.46,0.5,0.38,0.11,0.28,0.47,0.93,0.12,0.34,0.33,0.32,0.39,0.39,0.11,0.24
open-ms.csv,0.37,0.42,0.09,0.42,0.15,0.4,0.36,0.51,0.52,0.33,0.27,0.85,0.44,0.36,0.48
openmsx.csv,0.36,0.58,0.46,0.71,0.38,0.17,0.57,0.97,0.55,0.33,0.14,0.73,0.56,0.72,0.48
rosegarden.csv,0.94,0.42,0.29,0.42,0.17,0.5,0.21,0.4,0.36,1.0,0.26,0.44,0.53,0.32,0.16
rsyslog.csv,0.51,1.0,0.48,0.61,0.4,0.8,0.57,0.46,0.32,1.0,0.65,0.51,0.64,0.6,0.41
sandiaportals.csv,0.8,0.81,0.8,0.82,0.91,0.97,0.5,0.6,0.51,0.67,0.86,0.67,0.67,1.0,0.59
xmoto.csv,0.7,0.96,0.88,0.95,0.93,0.8,0.86,0.42,0.44,0.67,0.73,0.7,1.0,0.55,0.97
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
