,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.68,0.82,0.6,0.65,0.69,0.51,0.69,0.61,0.82,0.58,0.59,0.67,0.68,0.48,0.8
bibletime.csv,0.44,0.52,0.51,0.6,0.47,0.38,0.41,0.54,0.51,0.35,0.39,0.43,0.43,0.65,0.54
boost.csv,0.51,0.56,0.34,0.52,0.69,0.49,0.45,0.46,0.51,0.4,0.41,0.49,0.5,0.59,0.6
doomlegacy.csv,0.46,0.54,0.32,0.35,0.47,0.44,0.41,0.43,0.41,0.41,0.37,0.43,0.45,0.4,0.49
gpac.csv,0.69,0.61,0.49,0.47,0.53,0.5,0.6,0.67,0.55,0.41,0.49,0.58,0.53,0.72,0.67
kftpgrabber.csv,0.58,0.51,0.37,0.39,0.5,0.55,0.5,0.62,0.6,0.44,0.76,0.8,0.67,0.8,0.78
nativeclient.csv,0.49,0.5,0.42,0.51,0.55,0.47,0.38,0.68,0.46,0.44,0.47,0.5,0.41,0.5,0.56
netatalk.csv,0.64,0.44,0.5,0.93,0.68,0.58,0.69,0.9,0.58,0.5,0.55,0.64,0.67,0.88,0.69
open-ms.csv,0.91,0.81,0.89,0.62,0.98,0.65,0.84,0.6,0.61,0.55,0.92,0.93,0.77,0.71,0.78
openmsx.csv,0.78,0.76,0.55,0.49,0.91,0.94,0.57,0.68,0.61,0.6,0.9,0.47,0.6,0.47,0.78
rosegarden.csv,0.67,0.73,0.86,0.68,0.98,0.48,0.88,0.71,0.52,0.52,0.68,0.62,0.67,0.83,0.94
rsyslog.csv,0.61,0.58,0.56,0.41,0.6,0.44,0.47,0.58,0.69,0.41,0.4,0.65,0.52,0.48,0.66
sandiaportals.csv,0.46,0.48,0.42,0.43,0.46,0.44,0.44,0.51,0.52,0.49,0.38,0.51,0.49,0.43,0.57
xmoto.csv,0.54,0.54,0.36,0.39,0.47,0.45,0.42,0.65,0.49,0.36,0.44,0.56,0.56,0.46,0.5
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
