,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.59,0.66,0.62,0.05,0.71,0.45,0.6,0.69,0.81,0.73,0.68,0.67,0.6,0.54,0.74
bibletime.csv,0.62,0.44,0.57,0.69,0.77,0.64,0.59,0.61,0.66,0.88,0.0,0.83,0.53,0.68,0.53
boost.csv,0.54,0.65,0.84,0.76,0.03,0.66,0.95,0.78,0.8,0.68,0.55,0.78,0.79,0.69,0.75
doomlegacy.csv,0.76,0.77,1.0,0.68,0.67,0.64,0.74,0.79,0.08,0.86,0.4,0.75,0.77,0.94,0.67
gpac.csv,0.63,0.8,0.05,0.61,0.67,0.57,0.76,0.78,0.84,0.45,0.53,0.65,0.62,0.77,0.73
kftpgrabber.csv,0.51,0.96,0.77,0.95,0.68,0.03,0.81,0.81,0.76,0.94,0.74,0.63,0.63,0.83,0.79
nativeclient.csv,0.49,0.57,0.63,0.73,0.53,0.51,0.4,0.69,0.6,0.63,0.45,0.62,0.47,0.63,0.04
netatalk.csv,0.55,0.52,0.72,0.91,0.73,0.57,0.07,0.89,0.68,0.74,0.69,0.65,0.63,0.89,0.77
open-ms.csv,0.68,0.71,0.91,0.84,0.86,0.64,0.74,0.79,0.72,0.84,0.88,0.15,0.7,0.81,0.8
openmsx.csv,0.72,0.72,0.73,0.75,0.69,0.86,0.72,0.03,0.67,0.81,0.87,0.74,0.64,0.78,0.76
rosegarden.csv,0.06,0.74,0.76,0.67,0.84,0.54,0.87,0.82,0.66,0.5,0.76,0.61,0.51,0.78,0.87
rsyslog.csv,0.56,0.0,0.6,0.79,0.64,0.44,0.52,0.79,0.78,0.47,0.45,0.58,0.43,0.4,0.63
sandiaportals.csv,0.72,0.54,0.61,0.81,0.78,0.63,0.73,0.73,0.7,0.78,0.45,0.68,0.55,0.0,0.51
xmoto.csv,0.47,0.96,0.86,0.99,0.9,0.45,0.83,0.66,0.61,0.68,0.51,0.52,0.0,0.56,0.97
xqilla.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
