,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.43,0.49,0.55,0.96,0.38,0.58,0.44,0.43,0.33,0.05,0.53,0.32,0.52,0.62,0.4
bibletime.csv,0.47,0.68,0.59,0.38,0.5,0.55,0.48,0.56,0.54,0.06,1.0,0.35,0.63,0.5,0.75
boost.csv,0.5,0.57,0.68,0.36,0.98,0.43,0.41,0.51,0.58,0.05,0.75,0.28,0.6,0.66,0.67
doomlegacy.csv,0.47,0.65,0.7,0.55,0.46,0.52,0.47,0.52,0.99,0.06,0.86,0.34,0.59,0.86,0.72
gpac.csv,0.42,0.48,0.97,0.47,0.46,0.5,0.31,0.32,0.46,0.1,0.66,0.32,0.58,0.46,0.45
kftpgrabber.csv,0.51,0.66,0.67,0.51,0.41,0.98,0.33,0.29,0.45,0.02,0.46,0.39,0.49,0.29,0.33
nativeclient.csv,0.53,0.6,0.57,0.37,0.56,0.53,0.58,0.42,0.67,0.06,0.76,0.36,0.65,0.55,0.98
netatalk.csv,0.53,0.62,0.45,0.15,0.38,0.5,0.96,0.19,0.49,0.05,0.48,0.34,0.49,0.2,0.37
open-ms.csv,0.37,0.47,0.15,0.32,0.22,0.43,0.3,0.42,0.62,0.03,0.4,0.92,0.45,0.47,0.5
openmsx.csv,0.33,0.55,0.5,0.47,0.41,0.21,0.36,0.98,0.64,0.03,0.24,0.33,0.53,0.73,0.51
rosegarden.csv,0.97,0.46,0.38,0.41,0.26,0.53,0.19,0.36,0.51,0.09,0.4,0.38,0.6,0.44,0.25
rsyslog.csv,0.46,1.0,0.56,0.41,0.46,0.62,0.48,0.4,0.45,0.1,0.76,0.37,0.67,0.74,0.53
sandiaportals.csv,0.45,0.71,0.7,0.49,0.57,0.59,0.34,0.48,0.61,0.05,0.88,0.34,0.61,1.0,0.66
xmoto.csv,0.54,0.68,0.68,0.49,0.55,0.61,0.42,0.45,0.58,0.05,0.8,0.42,1.0,0.66,0.74
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
