,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.31,0.08,0.34,0.01,0.24,0.26,0.18,0.37,0.19,0.3,0.29,0.26,0.16,0.11,0.23
bibletime.csv,0.57,0.21,0.3,0.28,0.73,0.63,0.55,0.52,0.27,0.88,0.0,0.82,0.45,0.22,0.49
boost.csv,0.47,0.5,0.83,0.53,0.0,0.47,0.95,0.72,0.62,0.6,0.43,0.68,0.77,0.56,0.71
doomlegacy.csv,0.76,0.75,1.0,0.66,0.51,0.61,0.74,0.74,0.08,0.86,0.36,0.73,0.75,0.94,0.65
gpac.csv,0.24,0.62,0.0,0.45,0.48,0.44,0.5,0.3,0.54,0.45,0.21,0.41,0.52,0.39,0.37
kftpgrabber.csv,0.28,0.96,0.74,0.95,0.28,0.0,0.68,0.26,0.35,0.66,0.29,0.16,0.16,0.06,0.14
nativeclient.csv,0.42,0.38,0.45,0.45,0.38,0.27,0.34,0.19,0.42,0.53,0.29,0.52,0.36,0.17,0.02
netatalk.csv,0.11,0.12,0.36,0.15,0.11,0.19,0.0,0.13,0.15,0.32,0.07,0.23,0.16,0.11,0.13
open-ms.csv,0.24,0.42,0.09,0.61,0.12,0.23,0.37,0.62,0.54,0.5,0.5,0.0,0.43,0.5,0.6
openmsx.csv,0.32,0.58,0.49,0.69,0.29,0.19,0.58,0.0,0.5,0.46,0.07,0.69,0.45,0.72,0.55
rosegarden.csv,0.0,0.46,0.26,0.34,0.08,0.19,0.37,0.56,0.15,0.5,0.14,0.23,0.18,0.39,0.23
rsyslog.csv,0.28,0.0,0.3,0.69,0.2,0.39,0.29,0.57,0.38,0.47,0.29,0.31,0.23,0.06,0.24
sandiaportals.csv,0.69,0.5,0.57,0.78,0.78,0.63,0.53,0.61,0.5,0.71,0.43,0.59,0.43,0.0,0.3
xmoto.csv,0.36,0.96,0.85,0.99,0.9,0.4,0.82,0.3,0.23,0.6,0.43,0.42,0.0,0.33,0.97
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
