,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.84,0.93,0.33,0.4,1.0,0.79,0.56,0.28,0.01,0.6,0.25,0.64,0.58,0.86,0.62,0.9,0.5,0.75,0.84,0.66
amygdala.csv,0.71,1.0,0.23,0.35,0.93,0.82,0.53,0.17,0.0,0.23,0.17,0.67,0.28,0.73,0.59,0.55,0.45,0.89,0.73,0.0
awemud.csv,0.82,0.66,0.19,0.24,0.8,0.89,0.36,0.15,0.0,0.0,0.16,0.69,0.36,0.65,0.55,0.71,0.5,0.6,0.75,0.44
bullet.csv,0.74,0.65,0.17,0.76,0.83,0.9,0.4,0.18,0.01,0.05,0.06,0.56,0.28,0.31,0.64,0.6,0.8,0.55,0.61,0.52
customwars.csv,0.84,0.85,0.17,1.0,0.86,0.79,0.49,0.17,0.01,0.0,0.22,0.65,0.58,0.73,0.6,0.67,0.65,0.69,0.74,0.6
dvd-create.csv,0.76,0.7,0.24,0.17,0.95,0.88,0.35,0.22,0.0,0.0,0.15,0.66,0.27,0.65,0.63,0.61,0.48,0.65,0.66,0.48
gbif-indexingtoolkit.csv,0.75,0.62,0.21,0.25,0.8,0.71,0.35,0.33,0.0,0.0,0.17,0.51,0.31,0.52,0.65,0.56,0.43,0.66,0.59,0.42
go.csv,0.72,0.82,0.29,0.17,0.86,0.81,0.5,0.14,0.0,0.0,0.17,0.59,0.35,0.69,0.63,0.73,0.49,0.88,0.72,0.6
growl-for-windows.csv,0.9,0.0,0.26,0.0,0.5,0.86,0.42,0.18,0.0,0.0,0.16,0.6,0.0,0.67,0.6,0.58,0.6,0.89,0.0,1.0
gss.csv,0.75,0.68,0.25,0.83,0.92,0.79,0.47,0.17,0.0,0.0,0.15,0.58,0.42,0.62,0.62,0.85,0.5,0.59,0.69,0.68
kwave.csv,0.78,0.64,0.33,0.25,0.8,0.82,0.4,0.2,0.0,0.75,0.16,0.51,0.31,0.6,0.66,0.68,0.52,0.6,0.63,0.42
libarchive.csv,0.76,0.75,0.19,0.83,0.78,0.77,0.36,0.17,0.0,0.22,0.16,0.52,0.4,0.6,0.62,0.6,0.47,0.76,0.67,0.6
linux-ntfs.csv,0.81,0.64,0.17,0.6,0.87,0.82,0.41,0.26,0.01,0.15,0.15,0.59,0.37,0.63,0.56,0.63,0.58,0.57,0.64,0.59
lsb.csv,0.8,0.59,0.11,0.64,0.81,0.85,0.43,0.24,0.0,0.0,0.14,0.48,0.73,0.6,0.48,0.61,0.48,0.72,0.58,0.45
mpgravity.csv,0.75,0.78,0.18,0.21,0.83,0.79,0.35,0.19,0.0,0.55,0.15,0.55,0.0,0.66,0.63,0.6,0.47,0.69,0.68,0.45
nativeclient.csv,0.79,0.83,0.33,0.1,0.93,0.83,0.45,0.17,0.01,0.28,0.23,0.6,0.49,0.73,0.65,0.73,0.49,0.59,0.75,0.51
qcad2.csv,0.74,0.95,0.33,0.14,0.86,0.8,0.54,0.22,0.01,0.35,0.23,0.53,0.68,0.72,0.64,0.62,0.49,0.75,0.69,0.61
qtwin.csv,0.75,0.0,0.0,0.0,0.0,0.5,0.57,0.19,0.03,0.25,0.14,0.75,0.37,0.75,0.65,0.83,0.6,0.67,0.77,0.0
roller.csv,0.78,0.67,0.2,0.23,0.8,0.73,0.37,0.19,0.0,0.3,0.17,0.51,0.3,0.81,0.58,0.57,0.46,0.7,0.59,0.42
xinity.csv,0.51,0.61,0.43,0.13,0.78,0.68,0.28,0.12,0.0,0.23,0.0,0.41,0.22,0.63,0.72,0.61,0.42,0.73,0.57,0.37
