,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.43,0.51,0.47,0.32,0.44,0.33,0.58,0.52
etics.csv,0.19,0.44,0.14,0.25,0.33,0.16,0.58,0.5
genecys.csv,0.88,0.89,0.83,0.88,0.33,0.87,0.58,0.92
kftpgrabber.csv,0.0,0.28,0.04,0.11,0.22,0.07,0.31,0.26
kvs.csv,0.26,0.05,0.16,0.29,0.11,0.3,0.24,0.06
mcore3d.csv,0.05,0.4,0.68,0.18,0.89,0.06,0.49,0.27
ogrehg.csv,0.26,0.54,0.33,0.25,0.33,0.23,0.4,0.4
projecteqemu.csv,0.43,0.21,0.03,0.23,0.33,0.15,0.29,0.23
