,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.47,0.61,0.29,0.53,0.37,0.76,0.39,0.55,0.18,0.0,0.77
ivatamasks.csv,0.43,0.57,0.16,0.78,0.69,0.27,0.33,0.38,0.17,0.69,0.68
java-gnome.csv,0.67,0.47,0.22,0.37,0.58,0.17,0.21,0.31,0.85,0.59,0.35
orc.csv,0.09,0.67,0.47,0.55,0.07,0.64,0.31,0.29,0.2,0.0,0.49
plato.csv,0.42,0.99,0.18,0.8,0.74,0.91,0.52,0.31,0.33,0.71,0.84
rodin-b-sharp.csv,0.67,0.47,0.4,0.34,0.21,0.68,0.8,0.22,0.87,0.0,0.47
tycho.csv,0.13,0.72,0.24,0.63,0.46,0.38,0.24,0.41,0.36,0.76,0.74
umber.csv,0.83,0.88,0.19,0.82,0.66,0.9,0.54,0.28,0.88,0.29,0.72
unicase.csv,0.62,0.95,0.21,0.75,0.47,0.86,0.57,0.37,0.76,0.51,0.79
vienna-add-in.csv,0.45,0.75,0.16,0.66,0.76,0.52,0.39,0.26,0.34,0.68,0.44
wpdev.csv,0.41,1.0,0.19,0.81,0.78,0.91,0.53,0.25,0.87,0.72,0.84
