,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.3,0.4,0.47,0.48,0.24,0.25,0.2,0.24,0.24,0.17,0.5,0.51,0.54,0.75,0.64,0.48,0.06,0.51
archive-crawler.csv,0.64,0.43,0.6,0.69,0.42,0.47,0.65,0.59,0.48,0.43,0.63,0.58,0.58,0.58,0.55,0.36,0.06,0.51
customwars.csv,0.4,0.73,0.48,0.59,0.4,0.58,0.5,0.61,0.93,0.4,0.45,0.54,0.33,0.3,0.4,0.38,0.62,0.56
gbif-providertoolkit.csv,0.42,0.49,0.56,0.37,0.47,0.65,0.07,0.07,0.45,0.5,0.6,0.3,0.2,0.12,0.4,0.48,0.21,0.42
gss.csv,0.69,0.76,0.67,0.3,0.66,0.54,0.69,0.59,0.77,0.6,0.43,0.58,0.33,0.13,0.52,0.54,0.71,0.75
heekscad.csv,0.75,0.61,0.54,0.77,0.8,0.66,0.73,0.54,0.78,0.62,0.55,0.66,0.5,0.54,0.7,0.7,0.26,0.52
ikvm.csv,0.37,0.57,0.89,0.57,0.25,0.37,0.42,0.45,0.79,0.5,0.49,0.17,0.43,0.4,0.34,0.33,0.53,0.2
jaxen.csv,0.31,0.43,0.67,0.65,0.48,0.57,0.46,0.6,0.98,0.55,0.44,0.42,0.46,0.27,0.5,0.32,0.58,0.43
jcae.csv,0.4,0.27,0.36,0.95,0.38,0.48,0.2,0.07,0.8,0.6,0.6,0.67,0.1,0.37,0.18,0.37,0.06,0.46
levent.csv,0.49,0.54,0.66,0.81,0.71,0.67,0.68,0.7,0.9,0.53,0.27,0.56,0.49,0.74,0.82,0.34,0.2,0.2
nicepress.csv,0.59,0.67,0.26,0.26,0.69,0.63,0.61,0.0,0.74,0.79,0.52,0.59,0.55,0.56,0.37,0.53,0.49,0.3
pnotepad.csv,0.61,0.62,0.34,0.0,0.7,0.32,0.67,0.59,0.61,0.61,0.13,0.62,0.62,0.26,0.73,0.92,0.52,0.58
qcad2.csv,0.49,0.55,0.45,0.76,0.51,0.33,0.78,0.54,0.77,0.32,0.6,0.73,0.63,0.57,0.83,0.38,0.06,0.58
qedo.csv,0.11,0.24,0.41,0.36,0.32,0.44,0.07,0.2,0.23,0.22,0.07,0.2,0.1,0.0,0.12,0.47,0.8,0.31
quarkplusplus.csv,0.41,0.17,0.49,0.59,0.63,0.54,0.62,0.35,0.53,0.63,0.56,0.69,0.6,0.58,0.77,0.64,0.26,0.42
sigil.csv,0.59,0.52,0.27,0.7,0.53,0.41,0.73,0.36,0.81,0.4,0.64,0.72,0.55,0.76,0.8,0.34,0.17,0.63
xcsoar.csv,0.69,0.72,0.49,0.78,0.43,0.7,0.71,0.39,0.76,0.62,0.63,0.5,0.49,0.49,0.64,0.29,0.26,0.51
xuggle.csv,0.64,0.62,0.68,0.13,0.78,0.64,0.39,0.41,0.8,0.66,0.43,0.59,0.55,0.37,0.58,0.65,0.65,0.51
