,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.94,0.71,0.59,0.77,0.99,0.94,0.96,0.91,0.92,0.94,0.55,0.71,0.7,0.58,0.62,0.71,0.98,0.47
archive-crawler.csv,0.46,0.68,0.48,0.68,0.86,0.71,0.47,0.55,0.42,0.57,0.41,0.53,0.55,0.37,0.48,0.75,0.7,0.5
customwars.csv,0.5,0.33,0.47,0.3,0.82,0.45,0.47,0.33,0.48,0.54,0.56,0.4,0.45,0.28,0.43,0.44,0.32,0.45
gbif-providertoolkit.csv,0.63,0.64,0.36,0.7,0.64,0.57,0.94,0.75,0.71,0.53,0.42,0.67,0.9,0.75,0.8,0.6,0.96,0.39
gss.csv,0.34,0.31,0.35,0.28,0.52,0.31,0.39,0.34,0.35,0.36,0.32,0.35,0.45,0.29,0.39,0.43,0.31,0.4
heekscad.csv,0.37,0.44,0.44,0.4,0.45,0.37,0.42,0.36,0.48,0.43,0.36,0.38,0.44,0.38,0.44,0.44,0.39,0.6
ikvm.csv,0.62,0.47,0.58,0.54,0.52,0.36,0.57,0.71,0.42,0.61,0.46,0.37,0.66,0.48,0.68,0.47,0.85,0.36
jaxen.csv,0.53,0.42,0.5,0.36,0.57,0.4,0.56,0.5,0.85,0.53,0.37,0.4,0.73,0.31,0.58,0.5,0.68,0.37
jcae.csv,0.54,0.93,0.67,0.58,0.77,0.94,0.83,0.67,0.67,0.47,0.51,0.46,0.5,0.57,0.88,0.56,0.92,0.48
levent.csv,0.47,0.4,0.41,0.45,0.5,0.44,0.52,0.44,0.5,0.47,0.35,0.41,0.52,0.41,0.46,0.42,0.59,0.37
nicepress.csv,0.48,0.38,0.62,0.71,0.5,0.43,0.51,0.46,0.41,0.53,0.39,0.44,0.63,0.37,0.47,0.44,0.47,0.65
pnotepad.csv,0.43,0.37,0.36,0.3,0.54,0.34,0.48,0.44,0.39,0.47,0.33,0.4,0.5,0.31,0.42,0.42,0.34,0.5
qcad2.csv,0.56,0.53,0.5,0.55,0.74,0.86,0.45,0.56,0.72,0.76,0.44,0.4,0.5,0.33,0.44,0.71,0.64,0.43
qedo.csv,0.95,0.93,0.59,0.55,0.78,0.62,0.98,0.96,0.84,0.83,0.83,0.94,0.92,0.89,0.95,0.61,0.74,0.91
quarkplusplus.csv,0.65,0.92,0.53,0.35,0.56,0.74,0.53,0.95,0.55,0.54,0.49,0.5,0.5,0.48,0.51,0.47,0.43,0.71
sigil.csv,0.42,0.49,0.78,0.79,0.72,0.76,0.4,0.59,0.41,0.59,0.36,0.49,0.46,0.41,0.44,0.6,0.51,0.4
xcsoar.csv,0.38,0.37,0.41,0.39,0.66,0.42,0.45,0.5,0.52,0.5,0.35,0.35,0.52,0.38,0.44,0.58,0.45,0.5
xuggle.csv,0.41,0.33,0.5,0.3,0.57,0.38,0.56,0.48,0.55,0.43,0.46,0.4,0.52,0.28,0.47,0.44,0.32,0.5
