,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.85,0.88,0.86,0.94,0.72,0.0,1.0,0.94,0.82,0.92,0.98,0.93,0.76,0.93,0.93
badtrinity-zero.csv,0.89,0.76,0.06,0.86,0.7,0.66,0.61,0.93,0.67,0.95,0.4,0.74,0.59,0.55,0.58
biodwh.csv,0.84,0.77,0.83,0.58,0.92,0.94,0.91,0.74,0.86,0.79,0.95,0.97,0.08,0.87,0.6
critterding.csv,0.72,0.03,0.67,0.76,0.83,0.6,0.6,0.73,0.58,0.75,0.53,0.8,0.35,0.64,0.65
elateportal.csv,1.0,1.0,0.8,0.77,0.81,0.65,0.84,1.0,0.82,1.0,0.0,1.05,0.83,0.97,0.81
enzo.csv,0.79,0.7,0.77,0.6,0.87,0.76,0.75,0.6,0.85,0.12,0.84,0.98,0.92,0.85,0.71
factor.csv,1.0,0.94,0.96,0.57,1.0,1.0,1.0,0.9,1.0,1.0,1.01,0.58,0.92,0.05,0.73
gusanos.csv,0.71,0.92,0.69,0.58,0.65,0.49,0.54,0.0,0.91,0.56,0.77,0.48,0.6,0.59,0.67
miranda.csv,0.67,0.73,0.54,0.63,0.71,0.7,0.72,0.68,0.74,0.71,0.91,0.72,0.6,1.0,0.01
modplug.csv,0.77,0.66,0.81,0.56,0.9,0.88,0.93,0.5,0.02,0.95,0.67,0.68,0.64,0.82,0.75
monetdb.csv,0.74,0.62,0.75,0.77,0.06,0.79,0.76,0.75,0.64,0.82,0.68,0.7,0.6,0.4,0.67
quarkplayer.csv,0.8,0.8,0.83,0.86,0.86,0.99,0.0,0.83,1.03,0.69,1.04,1.04,0.85,0.86,0.88
reactos-mirror.csv,0.1,0.78,0.78,0.81,0.54,0.74,0.8,0.85,0.54,0.7,0.84,0.82,0.81,0.79,0.77
sandiaportals.csv,0.64,0.63,0.61,0.65,0.59,0.55,0.72,0.62,0.66,0.56,0.34,0.0,0.75,0.63,0.74
xbplayer.csv,0.74,0.66,0.76,0.05,0.69,0.84,0.69,0.65,0.61,0.9,0.95,0.7,0.44,0.78,0.6
